SUAS_IDENT	SECTOR	ICAO	CTRY_1	CTRY_2	CTRY_3	CTRY_4	CYCLE_DATE
EYD12		EYVL	LH				199707
EYD13		EYVL	LH				199707
EYD14		EYVL	LH				199707
EYD15		EYVL	LH				199707
EYD16		EYVL	LH				199707
EYD17		EYVL	LH				199707
EYD18		EYVL	LH				200408
EYD9		EYVL	LH				199612
EYP1		EYVL	LH				199707
EYP2		EYVL	LH				199707
EYP3		EYVL	LH				200408
EYP4		EYVL	LH				200408
EYP5		EYVL	LH				199612
EYR6		EYVL	LH				199612
EYR7		EYVL	LH				199612
EYR8		EYVL	LH				200107
EYTSA1		EYVL	LH				200107
EYTSA2		EYVL	LH				200107
EYTSA3	A	EYVL	LH				200413
EYTSA3	B	EYVL	LH				200601
EYTSA4		EYVL	LH				200413
EYTSA5		EYVL	LH				199511
FAD106		FATP	SF				199511
FAD107(A)		FABL	SF				199511
FAD107(B)		FABL	SF				199511
FAD108		FAKM	SF				199511
FAD110		FAWM	SF				199611
FAD122A		FALT	SF				199611
FAD122B		FALT	SF				199511
FAD123		FAMM	SF				199511
FAD125		FA	SF				199511
FAD126		FA	SF				199511
FAD127		FA	SF				199511
FAD128		FA	SF				200004
FAD129		FAGC	SF				199612
FAD143		FACT	SF				199511
FAD153		FACT	SF				199511
FAD155		FAGG	SF				199511
FAD157		FA	SF				199608
FAD159		FAYP	SF				199511
FAD170		FA	SF				199608
FAD182		FAJS	SF				199511
FAD183		FAJS	SF				199608
FAD184		FA	SF				199511
FAD185		FA	SF				199601
FAD190		FAEL	SF				199511
FAD192		FA	SF				199511
FAD193		FA	SF				199511
FAD200		FACT	SF				199511
FAD28		FABL	SF				199511
FAD46		FALW	SF				199511
FAD57		FA	SF				199511
FAD58		FAVG	SF				199511
FAD59		FAPM	SF				199511
FAD70E		FAJS	SF				199511
FAD70W		FAJS	SF				199608
FAD84		FA	SF				199511
FAD89		FA	SF				199511
FAP145		FA	SF				199511
FAP146		FA	SF				199511
FAP177		FA	SF				199511
FAP24		FA	SF				199511
FAP31		FA	SF				199511
FAP33		FA	SF				199511
FAP35		FA	SF				199511
FAP38		FACT	SF				199511
FAP60		FA	SF				200502
FAP64		FAJS	SF				199608
FAP66		FAJS	SF				199608
FAP67		FAJS	SF				199511
FAP68		FAJS	SF				199608
FAP80		FAJS	SF				199511
FAR105		FA	SF				199511
FAR144		FACT	SF				199612
FAR147		FAOB	SF				199511
FAR148		FA	SF				199612
FAR149		FACT	SF				199611
FAR150		FA	SF				200311
FAR151		FA	SF				199511
FAR171		FA	SF				199511
FAR172		FA	SF				199511
FAR178		FA	SF				199511
FAR179		FAHS	SF				199511
FAR181		FAHS	SF				199604
FAR20		FA	SF				199608
FAR22		FA	SF				199511
FAR23		FA	SF				199604
FAR25		FA	SF				199604
FAR29		FABL	SF				199511
FAR32		FA	SF				199511
FAR36		FA	SF				199511
FAR39		FA	SF				199511
FAR40		FALW	SF				199511
FAR41		FALW	SF				199511
FAR42		FALW	SF				199511
FAR43		FA	SF				199511
FAR45(A)		FALW	SF				199511
FAR45(B)		FALW	SF				199604
FAR47		FAOH	SF				199608
FAR48		FA	SF				199511
FAR49		FA	SF				199511
FAR51		FA	SF				199511
FAR52		FA	SF				199511
FAR62		FA	SF				199608
FAR63		FA	SF				199511
FAR65		FA	SF				199511
FAR71		FAJS	SF				199511
FAR75		FA	SF				199611
FAR76(A)		FALT	SF				199611
FAR76(B)		FALT	SF				199608
FAR78		FA	SF				199511
FAR82		FA	SF				199604
FAR86		FAPE	SF				199511
FAR87		FA	SF				199511
FAR88		FA	SF				199702
FBD17		FB	BC				200213
FBD26		FBFT	BC				200309
FBD27		FBGR	BC				199702
FBD6		FB	BC				199702
FBD9		FB	BC				199702
FBP1		FB	BC				199613
FBP2		FBGR	BC				199613
FBP3		FBGR	BC				199702
FBP5		FB	BC				199702
FBR10		FB	BC				199702
FBR11		FB	BC				199702
FBR12		FB	BC				199702
FBR13		FB	BC				199702
FBR14		FB	BC				199511
FBR15		FB	BC				199702
FBR18		FBSK	BC				199702
FBR19		FB	BC				199702
FBR20		FBFT	BC				199702
FBR21		FBSK	BC				199702
FBR22		FB	BC				199702
FBR24		FB	BC				199703
FBR25		FBGR	BC				199703
FCD4		FCBB	CF				199511
FCD5		FCPP	CF				199703
FCD6		FCBB	CF				199511
FCD7		FCBB	CF				199511
FCD8		FCBB	CF				199608
FCP1		FCBB	CF				199511
FCP2		FCBB	CF				199511
FCP3		FCBB	CF				199511
FCR9		FCBB	CF				199703
FDD21		FD	WZ				199703
FDR1		FDMS	WZ				199703
FDR10		FD	WZ				199703
FDR11		FD	WZ				199704
FDR12		FD	WZ				199703
FDR13		FD	WZ				199703
FDR14		FD	WZ				199703
FDR15		FD	WZ				199703
FDR16		FD	WZ				199703
FDR17		FD	WZ				199704
FDR18		FD	WZ				199703
FDR2		FD	WZ				199703
FDR3		FDMS	WZ				199703
FDR4		FD	WZ				199703
FDR5		FD	WZ				199703
FDR6		FD	WZ				199703
FDR7		FD	WZ				199703
FDR8		FD	WZ				199703
FDR9		FD	WZ				199511
FED1		FE	CT				199608
FEP3		FE	CT				200502
FID06		FIFI	MP				200502
FID07		FIFI	MP				199511
FID1		FIFI	MP				199511
FID2		FIFI	MP				199511
FID3		FIFI	MP				199511
FID4		FIFI	MP				199511
FID5		FIFI	MP				200003
FIP06		FIMM	MP				200003
FIP07		FIMM	MP				200003
FIP08		FIMM	MP				200003
FIP09		FIMM	MP				200003
FIP10		FIMM	MP				200003
FIP11		FIMM	MP				200003
FIR12		FIMM	MP				200003
FIR13		FIMM	MP				200003
FIR14		FIMM	MP				200003
FIR15		FIMM	MP				200003
FIR16		FIMM	MP				199608
FKD4		FKCM	CM				199511
FKP1		FKKK	CM				199511
FKP2		FKKK	CM				199511
FKP3		FKKK	CM				199511
FKP5		FKCC	CM				199511
FKP6		FKKK	CM				199511
FKP7		FKKK	CM				199901
FKP8		FKKK	CM				199511
FKR10		FKCC	CM				199511
FKR11		FKTT	CM				199511
FKR12		FKTT	CM				199511
FKR9		FKCC	CM				199511
FLP1(A)		FL	ZA				199511
FLP1(B)		FL	ZA				199608
FLP2		FL	ZA				199511
FLP3		FL	ZA				200201
FLP34		FL	ZA				199511
FLP4		FL	ZA				199511
FLR10		FL	ZA				199511
FLR11		FL	ZA				199511
FLR12		FL	ZA				199511
FLR13		FL	ZA				199511
FLR14		FL	ZA				199511
FLR24		FL	ZA				199511
FLR5		FL	ZA				199511
FLR6		FL	ZA				199511
FLR7		FL	ZA				199511
FLR8		FL	ZA				199511
FLR9		FL	ZA				199908
FMD 23		FMMM	MA				199511
FMD10		FMMM	MA				199511
FMD11		FMMM	MA				199511
FMD12		FMMM	MA				199511
FMD13		FMMM	MA				199511
FMD14		FMMS	MA				199511
FMD15		FMNN	MA				199511
FMD16		FMMM	MA				200205
FMD17		FMCN	MF				199511
FMD17 1		FMMM	MA				199908
FMD19		FMMM	MA				199908
FMD19(A)		FMMM	MA				200207
FMD19(B)		FMMM	MA				200207
FMD2(A)		FMEE	MF				200207
FMD2(B)		FMEE	MF				199908
FMD21		FMSD	MA				199908
FMD22		FMMM	MA				200205
FMD23		FMEE	RE				200205
FMD24		FMEE	RE				200205
FMD25		FMEP	RE				200205
FMD26		FMEE	RE				199511
FMD3		FMMM	MA				200207
FMD4		FMCN	MF				199511
FMD5		FMMM	MA				200205
FMD50		FMEE	RE				199511
FMD6		FMMM	MA				199511
FMD7		FMMM	MA				199511
FMD8		FMMM	MA				199511
FMD9		FMMM	MA				200206
FMP1(A)		FMMM	MA				200206
FMP1(B)		FMMM	MA				200207
FMR18		FMMM	MA				199511
FMR27(A)		FMNA	MA				199511
FMR27(B)		FMNA	MA				199511
FMR27(C)		FMNA	MA				199511
FMR27(D)		FMNA	MA				199511
FMR27(E)		FMNA	MA				200207
FMR28		FMSF	MA				199511
FMR29(A)		FMSF	MA				199511
FMR29(B)		FMSF	MA				199511
FMR30		FMMM	MA				199511
FMR31		FMMM	MA				199511
FMR32		FMMI	MA				199511
FMR33		FMNM	MA				199511
FMR34		FMMT	MA				199511
FMR35		FMNM	MA				199511
FMR36		FMNA	MA				199511
FMR37		FMNA	MA				199903
FMR38		FMMM	MA				200210
FMR39		FMMI	MA				200113
FMR40		FMNA	MA				200113
FMR41		FMSF	MA				200113
FMR42		FMNM	MA				200210
FMR43		FMMT	MA				200113
FMR44		FMMM	MA				199511
FNR10		FNAN	AO				199511
FNR11		FNAN	AO				199511
FNR12		FNAN	AO				199511
FNR13		FN	AO				199511
FNR14		FN	AO				199511
FNR8		FNAN	AO				199511
FOD10		FOOL	GB				199511
FOD4		FOOL	GB				199511
FOD5		FOOL	GB				199511
FOD6		FOOL	GB				199511
FOD7		FO	GB				199511
FOD8		FOOL	GB				199511
FOD9		FOCC	GB				199511
FOP1		FO	GB				199511
FOP2		FO	GB				199811
FOP3		FO	GB				199511
FOR11		FOOO	GB				199511
FOR12		FOON	GB				199608
FTD2		FTTJ	CD				199511
FTD3		FTTT	CD				199511
FTR1		FTTT	CD				200012
FVD70(A)		FVCP	ZI				199612
FVD70(B)		FVCP	ZI				199607
FVD71		FV	ZI				199612
FVD72A		FV	ZI				199511
FVD72B		FV	ZI				200103
FVD73		FV	ZI				199607
FVP01		FVKU	ZI				199511
FVP03		FVAB	ZI				199511
FVP04		FV	ZI				199511
FVP05		FV	ZI				199607
FVP06		FVTL	ZI				199607
FVP08		FVIO	ZI				200102
FVP09		FVFY	ZI				200102
FVP10		FV	ZI				200102
FVP11		FV	ZI				200313
FVP12		FV	ZI				199607
FVR30		FV	ZI				199511
FVR31		FV	ZI				199511
FVR32		FV	ZI				199511
FVR34		FV	ZI				199713
FVR35		FVWN	ZI				199511
FVR36		FV	ZI				199511
FVR37		FV	ZI				199511
FVR38		FV	ZI				199511
FVR39		FV	ZI				199511
FVR40		FVFA	ZI				199511
FVR41		FVFA	ZI				199607
FVR42		FVWN	ZI				199607
FVR43		FV	ZI				199511
FVR44		FV	ZI				199511
FVR45		FV	ZI				199511
FVR46		FV	ZI				200409
FVR47		FVFV	ZI				200409
FVR48		FVFV	ZI				200409
FVR49		FVFV	ZI				199511
FVR50		FV	ZI				199511
FVR51		FV	ZI				199511
FVR52		FV	ZI				199511
FVR53		FV	ZI				199511
FVR54		FV	ZI				199511
FVR55		FV	ZI				199511
FVR56		FV	ZI				199511
FVR57		FV	ZI				199607
FVR58		FV	ZI				199511
FVR59		FVTU	ZI				199612
FVR60		FV	ZI				200202
FVR61		FV	ZI				199511
FWD1		FW	MI				199511
FWP10		FW	MI				199511
FWP11		FW	MI				200013
FWP12		FW	MI				199511
FWP8		FW	MI				199511
FWP9		FW	MI				199511
FWR2		FW	MI				199511
FWR3		FW	MI				199511
FWR4		FW	MI				199511
FWR5		FW	MI				199511
FWR6		FW	MI				199511
FWR7		FW	MI				199703
FXD6		FX	LT				199609
FYD130		FYWH	WA				200108
FYD135		FYKT	WA				199609
FYP93		FYFW	WA				199609
FYP94		FYWB	WA				199609
FYP95		FYWH	WA				199609
FYR131		FYWH	WA				199609
FYR132		FYWH	WA				199609
FYR133		FYWH	WA				199608
FYR134		FYWB	WA				199609
FYR97		FYWB	WA				199511
FZD1		FZ	CG				199511
FZD2		FZAA	CG				199511
FZD3		FZ	CG				199511
FZP1		FZ	CG				199511
FZP2		FZ	CG				199511
FZP3		FZ	CG				199904
FZP4		FZ	CG				199904
FZP5		FZ	CG				199511
FZR1		FZAA	CG				199511
FZR10		FZ	CG				199511
FZR11		FZRF	CG				199511
FZR12		FZ	CG				199511
FZR13		FZZA	CG				199511
FZR2		FZAB	CG				199511
FZR3		FZAA	CG				199511
FZR4		FZ	CG				199511
FZR5		FZ	CG				199511
FZR6		FZQA	CG				199511
FZR7		FZSA	CG				199511
FZR8		FZAG	CG				199511
FZR9		FZAB	CG				199610
GAD2		GA	ML				199610
GAD3		GA	ML				199610
GAD4		GA	ML				199703
GAP1		GA	ML				199610
GAP5		GA	ML				199511
GAR6		GA	ML				200004
GBD1		GBYD	GA				200004
GBP1		GBYD	GA				199511
GCD15		GCRR	SP				199511
GCD20A		GCCC	SP				199511
GCD20B		GC	SP				199511
GCD23		GCXO	SP				199511
GCD29		GCXO	SP				199608
GCD3		GC	SP				199511
GCD51		GCCC	SP				199511
GCD53		GCCC	SP				199608
GCD54		GCCC	SP				199608
GCD73		GCCC	SP				199511
GCD74		GCCC	SP				199608
GCD75		GCCC	SP				199511
GCD78		GCLP	SP				199704
GCD79		GCCC	SP				199511
GEP113		GE	SP				199511
GEP114		GE	SP				199511
GEP116		GE	SP				199511
GER11		GE	SP				199608
GLD42		GL	LI				199608
GLD43		GL	LI				199608
GLR41		GL	LI				199608
GMD1		GM	MO				199601
GMD10		GMMM	MO				199601
GMD11		GM	MO				199601
GMD12		GM	MO				199511
GMD13		GM	MO				199511
GMD15		GM	WI				199511
GMD16		GM	MO				199511
GMD17		GM	MO				199511
GMD18		GM	MO				199511
GMD19		GM	MO				199608
GMD2		GM	MO				199511
GMD20		GM	MO				199511
GMD21		GM	MO				199511
GMD22		GM	MO				199511
GMD23		GM	MO				199608
GMD24		GM	MO				199511
GMD25		GM	MO				199601
GMD26		GM	MO				199608
GMD3		GM	MO				199608
GMD4		GM	MO				199608
GMD5		GM	MO				199608
GMD9		GM	MO				199511
GMP02		GM	MO				199511
GMP08		GM	MO				199608
GMP09		GM	MO				200007
GMP10		GM	MO				199511
GMP11		GM	MO				199511
GMP14		GM	MO				200103
GMP15		GM	MO				200103
GMP16		GM	MO				200209
GMP17		GM	MO				200209
GMP18		GMGM	MO				200206
GMP19		GM	MO				200408
GMP20		GMGM	MO				199511
GMR03		GM	MO				199511
GMR04A		GM	MO				199511
GMR05		GM	MO				199608
GMR09		GM	MO				199511
GMR10		GM	MO				199511
GMR11		GMMM	MO				199511
GMR12		GMMM	MO				199608
GOD12		GOOY	SG				199608
GOD13		GOOY	SG				199511
GOD14		GOOY	SG				199511
GOD15		GOOY	SG				199511
GOD16		GOOY	SG				199511
GOD17		GOOY	SG				199608
GOD18		GOOY	SG				199608
GOD19		GOOY	SG				199608
GOD20		GOOY	SG				199608
GOD21		GOOY	SG				200311
GOD23		GOOY	SG				199608
GOD7		GOOY	SG				199608
GOD8		GOOY	SG				199608
GOD9		GOOY	SG				199608
GOP1		GOOY	SG				199608
GOR10		GOOY	SG				199608
GOR11		GOOY	SG				199608
GOR2		GOOY	SG				199608
GOR22		GOOY	SG				199608
GOR3		GOOY	GV	SG			199608
GOR4		GOOY	SG				199608
GOR5		GOOY	SG				199608
GOR6		GOOY	SG				199713
GPR52C		LPLP	PO				199511
GQD1		GQNN	MR				199511
GQD2		GQNN	MR				199511
GQD3		GQNN	MR				199511
GQD4		GQNN	MR				199512
GQD5		GQPP	MR				199511
GQD6		GQNN	MR				199511
GQD7		GQPZ	MR				199511
GQR8		GQNN	MR				199511
GQR9		GQNN	MR				199511
GUR1		GUCY	GV				199511
GUR2		GUCY	GV				199511
GUR3		GUCY	GV				199511
GUR4		GURB	GV				199511
GUR5		GURB	GV				199511
GUR6		GURB	GV				199511
GUR7		GURB	GV				199511
HAR1		HAAA	ET				199511
HAR2		HAAA	ET				199610
HDD1		HD	DJ				199609
HDD10		HDAM	DJ				199609
HDD11		HDAM	DJ				199610
HDD12		HDAM	DJ				199609
HDD13		HDAM	DJ				199609
HDD14		HDAM	DJ				199610
HDD15		HDAM	DJ				199609
HDD16		HDAM	DJ				199609
HDD5		HDAM	DJ				199609
HDD8		HDAM	DJ				199609
HDD9		HDAM	DJ				199609
HDR2		HDAM	DJ				199610
HDR3		HDAM	DJ				199610
HDR4		HDAM	DJ				199610
HDR6		HDAM	DJ				199609
HDR7		HDAM	DJ				199511
HED10		HECC	EG				199511
HED11		HECC	EG				199511
HED12		HECC	EG				199511
HED13		HECC	EG				199511
HED14		HECC	EG				200013
HED21		HECC	EG				200013
HED22		HECC	EG				200013
HED23		HECC	EG				200013
HED24		HECC	EG				200013
HED25		HECC	EG				200013
HED26		HECC	EG				200014
HED27		HECC	EG				199511
HED4		HECC	EG				199511
HED5		HECC	EG				199511
HED6		HECC	EG				199511
HED7		HECC	EG				199511
HED8		HECC	EG				199511
HED9		HECC	EG				199511
HEP1		HECC	EG				199511
HEP16		HECC	EG				199811
HEP18		HECC	EG				199811
HEP19		HECC	EG				199511
HEP2		HECC	EG				199903
HEP20		HECC	EG				199903
HER17		HECC	EG				200010
HHP1		HHAA	ER				199511
HKD13		HKNA	KE				199511
HKD20		HKNA	KE				199511
HKD21		HKNA	KE				199511
HKD23		HKNA	KE				199511
HKD26		HKNA	KE				199511
HKD27		HKNA	KE				199511
HKD28		HKNA	KE				200004
HKD29		HKNA	KE				199511
HKP1		HKNA	KE				199511
HKP2		HKNA	KE				199511
HKP24		HKNA	KE				199511
HKP3		HKNA	KE				200408
HKP31		HKNA	KE				199511
HKP32		HKNA	KE				199511
HKP4		HKNA	KE				199511
HKP5		HKNA	KE				199511
HKP6		HKNA	KE				199511
HKP7		HKNA	KE				199511
HKP9		HKNA	KE				199511
HKR10		HKNA	KE				199513
HKR11		HKNA	KE				199513
HKR12		HKNA	KE				199511
HLD10		HL	LY				199512
HLD11		HL	LY				199511
HLD12		HL	LY				199511
HLD13		HL	LY				199511
HLD14		HL	LY				199512
HLD15		HL	LY				199511
HLD16		HL	LY				199512
HLD17		HL	LY				199511
HLD18		HL	LY				199512
HLD19		HL	LY				199511
HLD25		HL	LY				199511
HLD27		HL	LY				199511
HLD28		HL	LY				199511
HLD29		HL	LY				199511
HLD30		HL	LY				199602
HLD34		HL	LY				200104
HLD34A		HLLL	LY				199511
HLD37		HL	LY				199511
HLD39		HL	LY				199511
HLD40		HL	LY				199511
HLD41		HL	LY				199511
HLD52		HL	LY				199511
HLD53		HL	LY				199602
HLD54(A)		HL	LY				199511
HLD7		HL	LY				199511
HLD8		HL	LY				199511
HLP35		HL	LY				199609
HLP36		HL	LY				199511
HLP37		HL	LY				199511
HLP51		HL	LY				199511
HLR2		HL	LY				199511
HLR23		HL	LY				199511
HLR24		HL	LY				199511
HLR3		HL	LY				199511
HLR33		HL	LY				199511
HLR33A		HL	LY				199511
HLR38		HL	LY				199608
HLR39		HL	LY				199608
HLR39A		HL	LY				199511
HLR39B		HL	LY				199511
HLR41		HL	LY				199511
HLR45		HL	LY				199511
HLR48		HL	LY				199608
HLR49		HL	LY				199511
HLR50		HL	LY				199511
HLR51		HL	LY				199511
HLR52		HL	LY				199511
HLR53		HL	LY				199602
HLR54		HLHL	LY				199602
HLR55		HL	LY				199602
HLR56		HL	LY				199602
HLR57		HL	LY				199602
HLR58		HL	LY				199602
HLR59		HL	LY				199602
HLR60		HL	LY				199602
HLR61		HL	LY				199602
HLR62		HL	LY				199602
HLR63		HL	LY				199602
HLR64		HL	LY				199602
HLR65		HL	LY				199511
HONUS MOA		OEJD	SA				199613
HRP3		HR	RW				199613
HRR1		HR	RW	UG			199613
HRR2		HR	RW				200511
HRR5		HR	RW				199511
HSD3		HSSS	SU				200411
HSP10A		HSSS	SU				200313
HSP10B		HSSS	SU				199705
HSP8		HSSS	SU				200011
HSP9		HSSS	SU				200313
HSR11		HSSS	SU				199511
HSR2		HSSS	SU				199511
HSR4		HSSS	SU				199511
HTD10		HT	TZ				199511
HTD11		HT	TZ				199511
HTD9		HT	TZ				199511
HTP6(A)		HTDA	TZ				199511
HTP6(B)		HTDA	TZ				199511
HTR12		HTDA	TZ				199511
HTR13		HTDA	TZ				199511
HTR7		HTDC	TZ				199607
HUD2		HUEC	UG				199607
HUD3		HUEC	UG				199607
HUD4		HUEC	UG				199610
HUD5		HUEC	UG				200406
HUD9		HUEC	UG				199607
HUP1		HUHU	UG				200403
HUP6		HUEC	UG				200406
HUP7		HUEC	UG				199708
LAD1		LAAA	AL				199810
LBD101		LB	BU				199810
LBD102		LB	BU				199810
LBD103		LB	BU				199810
LBD104		LB	BU				199810
LBD105		LB	BU				199810
LBD106		LB	BU				199810
LBD107		LB	BU				199810
LBD108		LB	BU				199810
LBD109		LB	BU				199810
LBD110		LB	BU				200101
LBD201		LB	BU				200101
LBD202		LB	BU				200101
LBD203		LB	BU				200101
LBD204		LB	BU				200101
LBD205		LB	BU				200101
LBD206		LB	BU				200101
LBD207		LB	BU				200101
LBD208		LB	BU				200101
LBD209		LB	BU				200101
LBD210		LB	BU				200101
LBD211		LB	BU				200101
LBD212		LB	BU				200101
LBD213		LB	BU				200101
LBD214		LB	BU				200101
LBD215		LB	BU				200101
LBD216		LB	BU				200101
LBD217		LB	BU				200101
LBD218		LB	BU				200101
LBD219		LB	BU				200101
LBD220		LB	BU				200101
LBD221		LB	BU				200101
LBD222		LB	BU				200101
LBD223		LB	BU				200101
LBD224		LB	BU				200101
LBD225		LB	BU				200101
LBD226		LB	BU				200101
LBD227		LB	BU				200101
LBD228		LB	BU				200101
LBD229		LB	BU				200101
LBD230		LB	BU				200101
LBD231		LB	BU				200101
LBD232		LB	BU				200101
LBD233		LB	BU				200101
LBD234		LB	BU				200101
LBD235		LB	BU				200101
LBD236		LB	BU				200101
LBD237		LB	BU				200101
LBD238		LB	BU				200101
LBD239		LB	BU				200101
LBD240		LB	BU				200101
LBD241		LB	BU				200101
LBD242		LB	BU				200101
LBD243		LB	BU				200101
LBD301		LB	BU				200101
LBD302		LB	BU				200101
LBD303		LB	BU				200101
LBD304		LB	BU				200101
LBD305		LB	BU				200101
LBD306		LB	BU				200101
LBD307		LB	BU				200101
LBD308		LB	BU				200101
LBD309		LB	BU				200101
LBD310		LB	BU				200101
LBD311		LB	BU				199810
LBD312		LB	BU				199810
LBD313		LB	BU				199810
LBD314		LB	BU				200101
LBP001		LB	BU				200101
LBP002		LB	BU				200101
LBP003		LB	BU				200101
LBP004		LB	BU				200101
LBP005		LB	BU				200101
LBP006		LB	BU				200101
LBP007		LB	BU				200101
LBP008		LB	BU				200101
LBP009		LB	BU				200101
LBP010		LB	BU				200101
LBP011		LB	BU				200101
LBP012		LB	BU				200101
LBP013		LB	BU				200101
LBP014		LB	BU				200101
LBP015		LB	BU				200101
LBP016		LB	BU				200101
LBP017		LB	BU				200101
LBP018		LB	BU				200101
LBTSA1		LBSF	BU				200101
LBTSA11		LBSF	BU				200101
LBTSA12		LBSF	BU				200101
LBTSA13		LBSF	BU				200101
LBTSA14		LBSF	BU				200101
LBTSA2		LBWN	BU				200101
LBTSA21		LBSF	BU				200101
LBTSA2A		LBSF	BU				200101
LBTSA3		LBWN	BU				200101
LBTSA31		LBSF	BU				200101
LBTSA32		LBSF	BU				200101
LBTSA33		LBSF	BU				200101
LBTSA34		LBSF	BU				200101
LBTSA35		LBWN	BU				200101
LBTSA36		LBWN	BU				200101
LBTSA37		LBWN	BU				200101
LBTSA3A		LBWN	BU				200101
LBTSA4		LBSF	BU				200101
LBTSA41		LBSF	BU				200101
LBTSA42		LBSF	BU				200107
LBTSA43		LBSF	BU				200101
LBTSA51		LBWN	BU				200101
LBTSA52		LBWN	BU				200101
LBTSA53		LBWN	BU				200101
LBTSA54		LBWN	BU				200101
LBTSA55		LBWN	BU				199511
LCD1		LCCC	CY				199511
LCD10		LCCC	CY				199511
LCD11		LCCC	CY				199511
LCD13		LCCC	CY				199511
LCD15		LCCC	CY				199511
LCD2		LCCC	CY				199511
LCD27A		LCCC	CY				199511
LCD27B		LCCC	CY				199511
LCD27C		LCCC	CY				199511
LCD28		LCCC	CY				199511
LCD3		LCCC	CY				199511
LCD31		LCCC	CY				199511
LCD32		LCCC	CY				199511
LCD33		LCCC	CY				199511
LCD34		LCCC	CY				199511
LCD35		LCCC	CY				199511
LCD36		LCCC	CY				199511
LCD37		LCCC	CY				199511
LCD38		LCCC	CY				199511
LCR25		LCCC	CY				199511
LDD20		LDZO	HR				199511
LDD21		LDZO	HR				200307
LDD30		LDZO	HR				200307
LDD31		LDZO	HR				200307
LDD32		LDZO	HR				199511
LDR17		LDZO	HR				199511
LDR18		LDZO	HR				199511
LDR19		LDZO	HR				199511
LDR22		LDZO	HR				199511
LDR23		LDZO	HR				199511
LDR24		LDZO	HR				199511
LDR25		LDZO	HR				199511
LDR26		LDZO	HR				200307
LDR33		LDZO	HR				200307
LDR34		LDZO	HR				200307
LDR35		LDZO	HR				200307
LDR36		LDZO	HR				200307
LDR37		LDZO	HR				200307
LDR38		LDZO	HR				199511
LED1		LECM	SP				199608
LED10		LECM	SP				199511
LED100		LECM	SP				199511
LED104		LECM	SP				199513
LED107		LECM	SP				199511
LED108		LECB	SP				199511
LED109		LECS	SP				199608
LED117		LECM	SP				199608
LED118		LECM	SP				199608
LED119		LECM	SP				199608
LED122		LECM	SP				199511
LED123		LECM	SP				199511
LED124		LECM	SP				199511
LED125		LECM	SP				199511
LED126		LECM	SP				199611
LED128		LECM	SP				199611
LED129		LECM	SP				199612
LED130		LECM	SP				199811
LED131		LECM	SP				199811
LED132		LECM	SP				200209
LED133		LECM	SP				200511
LED134		LE	SP				199511
LED14		LEVD	SP				199511
LED17A		LECV	SP				199511
LED17B		LECV	SP				199511
LED17C		LECV	SP				199511
LED19		LECS	SP				199511
LED2		LECM	SP				199511
LED21A		LECB	SP				199511
LED21B		LECB	SP				199511
LED22		LELC	SP				199511
LED25		LECM	SP				199511
LED26		LECB	SP				199511
LED27A		LEEC	SP				199511
LED27B		LEEC	SP				199511
LED28		LECM	SP				199511
LED35A		LEAB	SP				199511
LED35B		LEAB	SP				199511
LED36		LEAM	SP				199511
LED38		LECM	SP				199511
LED39		LECM	SP				199511
LED4		LECM	SP				199511
LED40		LECM	SP				199608
LED41		LECM	SP				199511
LED42		LECM	SP				199511
LED45		LECB	SP				199511
LED46		LELL	SP				199511
LED47A		LECM	SP				199511
LED47B		LECM	SP				199511
LED48		LECM	SP				199513
LED50		LECM	SP				199511
LED52		LECM	SP				199511
LED55A		LEGT	SP				199511
LED55B		LEGT	SP				199511
LED56		LECM	SP				199511
LED6		LECM	SP				199511
LED60		LECV	SP				199511
LED61		LECM	SP				199511
LED65		LEVC	SP				199511
LED66		LEVC	SP				199513
LED67		LECB	SP				199511
LED69		LECM	SP				199511
LED7		LECM	SP				199513
LED70A		LECM	SP				199513
LED70B		LECM	SP				199513
LED70C		LECM	SP				199511
LED8		LECM	SP				199513
LED80		LECM	SP				199513
LED81		LECM	SP				199513
LED82		LECM	SP				199513
LED83		LECM	SP				199511
LED87		LECM	SP				199511
LED89A		LECM	SP				199511
LED89B		LECM	SP				199511
LED89C		LECM	SP				199511
LED89D		LECM	SP				199511
LED90A		LECM	SP				199511
LED90B		LECM	SP				199511
LED90C		LECM	SP				199511
LED94		LECM	SP				199511
LED95A		LECM	SP				199511
LED95B		LECM	SP				199511
LED95C		LECM	SP				199511
LED95D		LECM	SP				199511
LED96		LERI	SP				199511
LED97A		LELC	SP				199511
LED97B		LELC	SP				199511
LED98		LECM	SP				199511
LEP117		LECM	SP				200201
LEP118		LECM	SP				200213
LEP136		LECB	SP				200213
LEP137		LECB	SP				200213
LEP138		LECB	SP				200213
LEP139		LECM	SP				200213
LEP140		LECM	SP				200213
LEP141		LECM	SP				200213
LEP142		LECB	SP				200511
LEP143		LECB	SP				199511
LER101		LECB	SP				199511
LER106		LECB	SP				199511
LER110		LECS	SP				199511
LER111		LECS	SP				200511
LER112		LECB	SP				200511
LER113		LECM	SP				200511
LER114		LECB	SP				200513
LER115		LECM	SP				200601
LER116		LECM	SP				200601
LER117		LECM	SP				199511
LER12		LE	SP				199511
LER30		LECB	SP				199511
LER43		LECM	SP				199511
LER49		LECM	SP				199511
LER57		LECM	SP				199511
LER63		LELC	SP				199511
LER71A		LECM	SP				199511
LER71B		LECM	SP				199511
LER71C		LECM	SP				199511
