MTR_IDENT	SEG_NBR	PT_IDENT	PT_USAGE	PT_LAT	PT_DLAT	PT_LONG	PT_DLONG	PT_WIDTH_L	PT_WIDTH_R	PT_TRN_RAD	PT_TRN_DIR	PT_BI_SEC	NX_POINT	NX_USAGE	NX_LAT	NX_DLAT	NX_LONG	NX_DLONG	NX_WIDTH_L	NX_WIDTH_R	NX_TRN_RAD	NX_TRN_DIR	NX_BI_SEC	CYCLE_DATE
IR171	20	C	T	N35510000	35.850000	W098440000	-98.733333	4.0	4.0			3342	D	T	N35470000	35.783333	W099120000	-99.200000	4.0	4.0			3490	200204
IR171	30	D	T	N35470000	35.783333	W099120000	-99.200000	4.0	4.0			3490	E	T	N35430000	35.716667	W099350000	-99.583333	4.0	4.0			0097	200204
IR171	40	E	T	N35430000	35.716667	W099350000	-99.583333	4.0	4.0			0097	F	T	N35540000	35.900000	W099570000	-99.950000	4.0	4.0			0824	200204
IR171	50	F	T	N35540000	35.900000	W099570000	-99.950000	4.0	4.0			0824	G	T	N36000000	36.000000	W099500000	-99.833333	4.0	4.0			1515	200204
IR171	60	G	T	N36000000	36.000000	W099500000	-99.833333	4.0	4.0			1515	H	T	N36030000	36.050000	W099300000	-99.500000	4.0	4.0			1480	200204
IR171	70	H	T	N36030000	36.050000	W099300000	-99.500000	4.0	4.0			1480	I	T	N36140000	36.233333	W099200000	-99.333333	4.0	4.0			1450	200204
IR171	80	I	T	N36140000	36.233333	W099200000	-99.333333	4.0	4.0			1450	J	T	N36230000	36.383333	W098420000	-98.700000	2.0	2.0			1577	200204
IR171	90	J	T	N36230000	36.383333	W098420000	-98.700000	2.0	2.0			1577	K	X	N36300000	36.500000	W098260000	-98.433333	2.0	2.0			1516	200204
IR172	0	A	S	N35200000	35.333333	W101100000	-101.166667	4.0	4.0			1752	B	T	N35220000	35.366667	W100400000	-100.666667	4.0	4.0			1656	200204
IR172	10	B	T	N35220000	35.366667	W100400000	-100.666667	4.0	4.0			1656	C	T	N35290000	35.483333	W100210000	-100.350000	4.0	4.0			1377	200204
IR172	20	C	T	N35290000	35.483333	W100210000	-100.350000	4.0	4.0			1377	D	T	N35420000	35.700000	W100120000	-100.200000	4.0	4.0			1202	200204
IR172	30	D	T	N35420000	35.700000	W100120000	-100.200000	4.0	4.0			1202	E	T	N35513000	35.858333	W100050000	-100.083333	3.0	3.0			1400	200204
IR172	40	E	T	N35513000	35.858333	W100050000	-100.083333	3.0	3.0			1400	F	T	N35540000	35.900000	W099570000	-99.950000	4.0	4.0			1852	200204
IR172	50	F	T	N35540000	35.900000	W099570000	-99.950000	4.0	4.0			1852	G	T	N35430000	35.716667	W099350000	-99.583333	4.0	4.0			1897	200204
IR172	60	G	T	N35430000	35.716667	W099350000	-99.583333	4.0	4.0			1897	H	T	N35470000	35.783333	W099120000	-99.200000	4.0	4.0			1690	200204
IR172	70	H	T	N35470000	35.783333	W099120000	-99.200000	4.0	4.0			1690	I	T	N35510000	35.850000	W098440000	-98.733333	3.0	3.0			1542	200204
IR172	80	I	T	N35510000	35.850000	W098440000	-98.733333	3.0	3.0			1542	J	T	N35590000	35.983333	W098330000	-98.550000	3.0	3.0			1360	200204
IR172	90	J	T	N35590000	35.983333	W098330000	-98.550000	3.0	3.0			1360	K	X	N36100000	36.166667	W098200000	-98.333333	3.0	3.0			1339	200204
IR173	0	A	S	N35200000	35.333333	W101100000	-101.166667	4.0	4.0			1752	B	T	N35220000	35.366667	W100400000	-100.666667	4.0	4.0			1656	200204
IR173	10	B	T	N35220000	35.366667	W100400000	-100.666667	4.0	4.0			1656	C	T	N35290000	35.483333	W100210000	-100.350000	4.0	4.0			1377	200204
IR173	20	C	T	N35290000	35.483333	W100210000	-100.350000	4.0	4.0			1377	D	T	N35420000	35.700000	W100120000	-100.200000	4.0	4.0			1202	200204
IR173	30	D	T	N35420000	35.700000	W100120000	-100.200000	4.0	4.0			1202	E	T	N35513000	35.858333	W100050000	-100.083333	3.0	3.0			1400	200204
IR173	40	E	T	N35513000	35.858333	W100050000	-100.083333	3.0	3.0			1400	F	T	N35540000	35.900000	W099570000	-99.950000	4.0	4.0			1462	200204
IR173	50	F	T	N35540000	35.900000	W099570000	-99.950000	4.0	4.0			1462	G	T	N36000000	36.000000	W099500000	-99.833333	4.0	4.0			1515	200204
IR173	60	G	T	N36000000	36.000000	W099500000	-99.833333	4.0	4.0			1515	H	T	N36030000	36.050000	W099300000	-99.500000	4.0	4.0			1480	200204
IR173	70	H	T	N36030000	36.050000	W099300000	-99.500000	4.0	4.0			1480	I	T	N36140000	36.233333	W099200000	-99.333333	4.0	4.0			1450	200204
IR173	80	I	T	N36140000	36.233333	W099200000	-99.333333	4.0	4.0			1450	J	T	N36230000	36.383333	W098420000	-98.700000	2.0	2.0			1577	200204
IR173	90	J	T	N36230000	36.383333	W098420000	-98.700000	2.0	2.0			1577	K	X	N36300000	36.500000	W098260000	-98.433333	2.0	2.0			1516	200204
IR174	0	A	S	N36493000	36.825000	W089050000	-89.083333	4.0	4.0			3334	B	T	N36363000	36.608333	W089370000	-89.616667	4.0	4.0			3345	200204
IR174	10	B	T	N36363000	36.608333	W089370000	-89.616667	4.0	4.0			3345	BA	T	N36300000	36.500000	W089550000	-89.916667	4.0	4.0			3356	200204
IR174	20	BA	T	N36300000	36.500000	W089550000	-89.916667	4.0	4.0			3356	C	T	N36233000	36.391667	W090123000	-90.208333	4.0	4.0	7.5	R	3538	200204
IR174	30	C	T	N36233000	36.391667	W090123000	-90.208333	4.0	4.0	7.5	R	3538	D	T	N36250000	36.416667	W090210000	-90.350000	3.0	3.0	7.5	R	0241	200204
IR174	40	D	T	N36250000	36.416667	W090210000	-90.350000	3.0	3.0	7.5	R	0241	E	T	N36410000	36.683333	W090483000	-90.808333	3.0	3.0	7.5	L	0253	200204
IR174	50	E	T	N36410000	36.683333	W090483000	-90.808333	3.0	3.0	7.5	L	0253	F	T	N36423000	36.708333	W090553000	-90.925000	4.0	3.0	7.5	L	0029	200204
IR174	60	F	T	N36423000	36.708333	W090553000	-90.925000	4.0	3.0	7.5	L	0029	G	T	N36380000	36.633333	W091300000	-91.500000	4.0	2.0			3506	200204
IR174	70	G	T	N36380000	36.633333	W091300000	-91.500000	4.0	2.0			3506	H	T	N36343000	36.575000	W091560000	-91.933333	4.0	2.0	7.5	R	0047	200204
IR174	280	G1	T	N36380000	36.633333	W091300000	-91.500000	4.0	2.0			0003	H	T	N36343000	36.575000	W091560000	-91.933333	4.0	2.0	7.5	R	0047	200204
IR174	290	H	T	N36343000	36.575000	W091560000	-91.933333	4.0	2.0	7.5	R	0047	I	T	N36370000	36.616667	W092050000	-92.083333	4.0	2.0	7.5	R	0329	200204
IR174	80	H	T	N36343000	36.575000	W091560000	-91.933333	4.0	2.0	7.5	R	0047	I	T	N36370000	36.616667	W092050000	-92.083333	4.0	2.0	7.5	R	0329	200204
IR174	300	I	T	N36370000	36.616667	W092050000	-92.083333	4.0	2.0	7.5	R	0329	J	T	N36430000	36.716667	W092120000	-92.200000	4.0	2.0	7.5	L	0359	200204
IR174	90	I	T	N36370000	36.616667	W092050000	-92.083333	4.0	2.0	7.5	R	0329	J	T	N36430000	36.716667	W092120000	-92.200000	4.0	2.0	7.5	L	0359	200204
IR174	310	J	T	N36430000	36.716667	W092120000	-92.200000	4.0	2.0	7.5	L	0359	K	T	N36460000	36.766667	W092200000	-92.333333	3.0	3.0	7.5	L	0062	200204
IR174	100	J	T	N36430000	36.716667	W092120000	-92.200000	4.0	2.0	7.5	L	0359	K	T	N36460000	36.766667	W092200000	-92.333333	3.0	3.0	7.5	L	0062	200204
IR174	320	K	T	N36460000	36.766667	W092200000	-92.333333	3.0	3.0	7.5	L	0062	L	T	N36423000	36.708333	W092393000	-92.658333	3.0	4.0	7.5	L	3300	200204
IR174	110	K	T	N36460000	36.766667	W092200000	-92.333333	3.0	3.0	7.5	L	0062	L	T	N36423000	36.708333	W092393000	-92.658333	3.0	4.0	7.5	L	3300	200204
IR174	330	L	T	N36423000	36.708333	W092393000	-92.658333	3.0	4.0	7.5	L	3300	M	T	N36353000	36.591667	W092473000	-92.791667	3.0	4.0	7.5	L	2939	200204
IR174	120	L	T	N36423000	36.708333	W092393000	-92.658333	3.0	4.0	7.5	L	3300	M	T	N36353000	36.591667	W092473000	-92.791667	3.0	4.0	7.5	L	2939	200204
IR174	340	M	T	N36353000	36.591667	W092473000	-92.791667	3.0	4.0	7.5	L	2939	N	T	N36090000	36.150000	W092503000	-92.841667	4.0	4.0			2751	200204
IR174	130	M	T	N36353000	36.591667	W092473000	-92.791667	3.0	4.0	7.5	L	2939	N	T	N36090000	36.150000	W092503000	-92.841667	4.0	4.0			2751	200204
IR174	350	N	T	N36090000	36.150000	W092503000	-92.841667	4.0	4.0			2751	O	T	N35403000	35.675000	W092533000	-92.891667	4.0	4.0	7.5	L	2350	200204
IR174	140	N	T	N36090000	36.150000	W092503000	-92.841667	4.0	4.0			2751	O	T	N35403000	35.675000	W092533000	-92.891667	4.0	4.0	7.5	L	2350	200204
IR174	360	O	T	N35403000	35.675000	W092533000	-92.891667	4.0	4.0	7.5	L	2350	P	T	N35363000	35.608333	W092353000	-92.591667	3.0	4.0	7.5	L	1590	200204
IR174	150	O	T	N35403000	35.675000	W092533000	-92.891667	4.0	4.0	7.5	L	2350	P	T	N35363000	35.608333	W092353000	-92.591667	3.0	4.0	7.5	L	1590	200204
IR174	460	O1	T	N35403000	35.675000	W092533000	-92.891667	4.0	4.0	7.5	L	1951	P1	T	N35363000	35.608333	W092353000	-92.591667	3.0	4.0	7.5	L	1590	200204
IR174	370	P	T	N35363000	35.608333	W092353000	-92.591667	3.0	4.0	7.5	L	1590	Q	T	N36023000	36.041667	W092150000	-92.250000	3.0	4.0	7.5	R	1397	200204
IR174	160	P	T	N35363000	35.608333	W092353000	-92.591667	3.0	4.0	7.5	L	1590	Q	T	N36023000	36.041667	W092150000	-92.250000	3.0	4.0	7.5	R	1397	200204
IR174	470	P1	T	N35363000	35.608333	W092353000	-92.591667	3.0	4.0	7.5	L	1590	Q1	B	N36023000	36.041667	W092150000	-92.250000	3.0	4.0			1228	200204
IR174	380	Q	T	N36023000	36.041667	W092150000	-92.250000	3.0	4.0	7.5	R	1397	R	T	N36060000	36.100000	W092050000	-92.083333	4.0	4.0	7.5	R	1736	200204
IR174	170	Q	T	N36023000	36.041667	W092150000	-92.250000	3.0	4.0	7.5	R	1397	R	T	N36060000	36.100000	W092050000	-92.083333	4.0	4.0	7.5	R	1736	200204
IR174	390	R	T	N36060000	36.100000	W092050000	-92.083333	4.0	4.0	7.5	R	1736	S	T	N36013000	36.025000	W091353000	-91.591667	4.0	4.0	7.5	L	1752	200204
IR174	180	R	T	N36060000	36.100000	W092050000	-92.083333	4.0	4.0	7.5	R	1736	S	T	N36013000	36.025000	W091353000	-91.591667	4.0	4.0	7.5	L	1752	200204
IR174	400	S	T	N36013000	36.025000	W091353000	-91.591667	4.0	4.0	7.5	L	1752	T	T	N36043000	36.075000	W091253000	-91.425000	4.0	4.0	7.5	L	1427	200204
IR174	190	S	T	N36013000	36.025000	W091353000	-91.591667	4.0	4.0	7.5	L	1752	T	T	N36043000	36.075000	W091253000	-91.425000	4.0	4.0	7.5	L	1427	200204
IR174	410	T	T	N36043000	36.075000	W091253000	-91.425000	4.0	4.0	7.5	L	1427	U	T	N36223000	36.375000	W091093000	-91.158333	4.0	4.0	7.5	R	1397	200204
IR174	200	T	T	N36043000	36.075000	W091253000	-91.425000	4.0	4.0	7.5	L	1427	U	T	N36223000	36.375000	W091093000	-91.158333	4.0	4.0	7.5	R	1397	200204
IR174	420	U	T	N36223000	36.375000	W091093000	-91.158333	4.0	4.0	7.5	R	1397	V	T	N36253000	36.425000	W091020000	-91.033333	4.0	4.0	7.5	R	1668	200204
IR174	210	U	T	N36223000	36.375000	W091093000	-91.158333	4.0	4.0	7.5	R	1397	V	T	N36253000	36.425000	W091020000	-91.033333	4.0	4.0	7.5	R	1668	200204
IR174	250	U1	A	N36223000	36.375000	W091093000	-91.158333	4.0	4.0	7.5	L	0743	Y	T	N36340000	36.566667	W091133000	-91.225000	3.0	3.0			0464	200204
IR174	430	V	T	N36253000	36.425000	W091020000	-91.033333	4.0	4.0	7.5	R	1668	W	T	N36253000	36.425000	W090473000	-90.791667	4.0	4.0			1800	200204
IR174	220	V	T	N36253000	36.425000	W091020000	-91.033333	4.0	4.0	7.5	R	1668	W	T	N36253000	36.425000	W090473000	-90.791667	4.0	4.0			1800	200204
IR174	440	W	T	N36253000	36.425000	W090473000	-90.791667	4.0	4.0			1800	X	X	N36253000	36.425000	W090420000	-90.700000	4.0	4.0			1800	200205
IR174	230	W	T	N36253000	36.425000	W090473000	-90.791667	4.0	4.0			1800	X	X	N36253000	36.425000	W090420000	-90.700000	4.0	4.0			1800	200205
IR174	260	Y	T	N36340000	36.566667	W091133000	-91.225000	3.0	3.0			0464	Z	T	N36373000	36.625000	W091263000	-91.441667	3.0	3.0			0142	200204
IR174	270	Z	T	N36373000	36.625000	W091263000	-91.441667	3.0	3.0			0142	G1	T	N36380000	36.633333	W091300000	-91.500000	4.0	2.0			0003	200204
IR175	0	A	S	N36350000	36.583333	W098310000	-98.516667	4.0	2.0			3429	AA	T	N36313000	36.525000	W098450000	-98.750000	4.0	2.0			3428	200204
IR175	10	AA	T	N36313000	36.525000	W098450000	-98.750000	4.0	2.0			3428	B	T	N36280000	36.466667	W098590000	-98.983333	4.0	3.0			0337	200204
IR175	20	B	T	N36280000	36.466667	W098590000	-98.983333	4.0	3.0			0337	C	T	N36540000	36.900000	W099020000	-99.033333	4.0	4.0			0295	200204
IR175	30	C	T	N36540000	36.900000	W099020000	-99.033333	4.0	4.0			0295	D	T	N36340000	36.566667	W099530000	-99.883333	3.0	3.0			0062	200204
IR175	40	D	T	N36340000	36.566667	W099530000	-99.883333	3.0	3.0			0062	E	T	N36430000	36.716667	W100070000	-100.116667	3.0	3.0			0896	200204
IR175	50	E	T	N36430000	36.716667	W100070000	-100.116667	3.0	3.0			0896	F	T	N37020000	37.033333	W099380000	-99.633333	4.0	3.0			1504	200204
IR175	60	F	T	N37020000	37.033333	W099380000	-99.633333	4.0	3.0			1504	G	T	N37090000	37.150000	W099140000	-99.233333	2.0	3.0			1805	200204
IR175	70	G	T	N37090000	37.150000	W099140000	-99.233333	2.0	3.0			1805	H	T	N36550000	36.916667	W098290000	-98.483333	2.0	3.0			2091	200204
IR175	80	H	T	N36550000	36.916667	W098290000	-98.483333	2.0	3.0			2091	I	X	N36520000	36.866667	W098240000	-98.400000	2.0	3.0			2168	200204
IR177	0	A	S	N36353000	36.591667	W103423000	-103.708333	4.0	4.0			2127	B	T	N36290000	36.483333	W103300000	-103.500000	4.0	4.0			2123	200204
IR177	10	B	T	N36290000	36.483333	W103300000	-103.500000	4.0	4.0			2123	C	T	N36240000	36.400000	W103200000	-103.333333	4.0	4.0			2117	200204
IR177	20	C	T	N36240000	36.400000	W103200000	-103.333333	4.0	4.0			2117	D	T	N36160000	36.266667	W103040000	-103.066667	4.0	4.0	7.5	L	1819	200204
IR177	30	D	T	N36160000	36.266667	W103040000	-103.066667	4.0	4.0	7.5	L	1819	E	T	N36220000	36.366667	W102500000	-102.833333	3.0	3.0	7.5	L	1214	200204
IR177	40	E	T	N36220000	36.366667	W102500000	-102.833333	3.0	3.0	7.5	L	1214	F	T	N37000000	37.000000	W102493000	-102.825000	4.0	4.0	7.5	R	1085	200204
IR177	50	F	T	N37000000	37.000000	W102493000	-102.825000	4.0	4.0	7.5	R	1085	G	T	N37063000	37.108333	W102433000	-102.725000	4.0	4.0	7.5	R	1427	200204
IR177	60	G	T	N37063000	37.108333	W102433000	-102.725000	4.0	4.0	7.5	R	1427	H	T	N37173000	37.291667	W102073000	-102.125000	4.0	4.0	7.5	L	1407	200204
IR177	70	H	T	N37173000	37.291667	W102073000	-102.125000	4.0	4.0	7.5	L	1407	I	T	N37270000	37.450000	W102000000	-102.000000	4.0	4.0	7.5	L	0976	200204
IR177	80	I	T	N37270000	37.450000	W102000000	-102.000000	4.0	4.0	7.5	L	0976	J	T	N38030000	38.050000	W102140000	-102.233333	4.0	4.0	7.5	L	0673	200204
IR177	90	J	T	N38030000	38.050000	W102140000	-102.233333	4.0	4.0	7.5	L	0673	K	T	N38460000	38.766667	W102433000	-102.725000	4.0	4.0	7.5	L	0268	200204
IR177	380	J1	T	N38030000	38.050000	W102140000	-102.233333	4.0	4.0			0674	K	T	N38460000	38.766667	W102433000	-102.725000	4.0	4.0	7.5	L	0268	200204
IR177	100	K	T	N38460000	38.766667	W102433000	-102.725000	4.0	4.0	7.5	L	0268	L	T	N38440000	38.733333	W103013000	-103.025000	4.0	4.0	7.5	L	3154	200204
IR177	110	L	T	N38440000	38.733333	W103013000	-103.025000	4.0	4.0	7.5	L	3154	M	T	N38363000	38.608333	W103030000	-103.050000	4.0	4.0	7.5	L	2726	200204
IR177	120	M	T	N38363000	38.608333	W103030000	-103.050000	4.0	4.0	7.5	L	2726	N	T	N38243000	38.408333	W103020000	-103.033333	3.0	4.0	7.5	R	2731	200204
IR177	270	M1	T	N38363000	38.608333	W103030000	-103.050000	4.0	4.0			2384	N	T	N38243000	38.408333	W103020000	-103.033333	3.0	4.0	7.5	R	2731	200204
IR177	280	N	T	N38243000	38.408333	W103020000	-103.033333	3.0	4.0	7.5	R	2731	O	T	N38200000	38.333333	W103030000	-103.050000	3.0	3.0	7.5	R	2949	200204
IR177	130	N	T	N38243000	38.408333	W103020000	-103.033333	3.0	4.0	7.5	R	2731	O	T	N38200000	38.333333	W103030000	-103.050000	3.0	3.0	7.5	R	2949	200204
IR177	290	O	T	N38200000	38.333333	W103030000	-103.050000	3.0	3.0	7.5	R	2949	P	T	N38030000	38.050000	W103210000	-103.350000	6.0	3.0	7.5	L	2899	200204
IR177	140	O	T	N38200000	38.333333	W103030000	-103.050000	3.0	3.0	7.5	R	2949	P	T	N38030000	38.050000	W103210000	-103.350000	6.0	3.0	7.5	L	2899	200204
IR177	300	P	T	N38030000	38.050000	W103210000	-103.350000	6.0	3.0	7.5	L	2899	Q	T	N37530000	37.883333	W103210000	-103.350000	6.0	3.0	7.5	L	2501	200204
IR177	150	P	T	N38030000	38.050000	W103210000	-103.350000	6.0	3.0	7.5	L	2899	Q	T	N37530000	37.883333	W103210000	-103.350000	6.0	3.0	7.5	L	2501	200204
IR177	310	Q	T	N37530000	37.883333	W103210000	-103.350000	6.0	3.0	7.5	L	2501	R	T	N37320000	37.533333	W102590000	-102.983333	4.0	4.0			2297	200204
IR177	160	Q	T	N37530000	37.883333	W103210000	-103.350000	6.0	3.0	7.5	L	2501	R	T	N37320000	37.533333	W102590000	-102.983333	4.0	4.0			2297	200204
IR177	320	R	T	N37320000	37.533333	W102590000	-102.983333	4.0	4.0			2297	S	T	N37200000	37.333333	W102460000	-102.766667	4.0	4.0	7.5	R	2325	200204
IR177	170	R	T	N37320000	37.533333	W102590000	-102.983333	4.0	4.0			2297	S	T	N37200000	37.333333	W102460000	-102.766667	4.0	4.0	7.5	R	2325	200204
IR177	210	R1	T	N37320000	37.533333	W102590000	-102.983333	4.0	3.0	7.5	L	1470	U	T	N37403000	37.675000	W102423000	-102.708333	4.0	4.0	7.5	L	1032	200204
IR177	330	S	T	N37200000	37.333333	W102460000	-102.766667	4.0	4.0	7.5	R	2325	SS	T	N37151800	37.255000	W102420000	-102.700000	4.0	4.0	7.5	L	2329	200204
IR177	180	S	T	N37200000	37.333333	W102460000	-102.766667	4.0	4.0	7.5	R	2325	SS	T	N37151800	37.255000	W102420000	-102.700000	4.0	4.0	7.5	L	2329	200204
IR177	340	SS	T	N37151800	37.255000	W102420000	-102.700000	4.0	4.0	7.5	L	2329	T	X	N37000000	37.000000	W102260000	-102.433333	4.0	4.0			2301	200205
IR177	190	SS	T	N37151800	37.255000	W102420000	-102.700000	4.0	4.0	7.5	L	2329	T	X	N37000000	37.000000	W102260000	-102.433333	4.0	4.0			2301	200205
IR177	220	U	T	N37403000	37.675000	W102423000	-102.708333	4.0	4.0	7.5	L	1032	V	T	N37463000	37.775000	W102470000	-102.783333	4.0	4.0			0596	200204
IR177	230	V	T	N37463000	37.775000	W102470000	-102.783333	4.0	4.0			0596	W	T	N37520000	37.866667	W102510000	-102.850000	4.0	2.0			0598	200204
IR177	240	W	T	N37520000	37.866667	W102510000	-102.850000	4.0	2.0			0598	X	T	N38320000	38.533333	W103210000	-103.350000	4.0	4.0	7.5	R	0848	200204
IR177	250	X	T	N38320000	38.533333	W103210000	-103.350000	4.0	4.0	7.5	R	0848	Y	T	N38423000	38.708333	W103160000	-103.266667	4.0	4.0	7.5	R	1605	200204
IR177	260	Y	T	N38423000	38.708333	W103160000	-103.266667	4.0	4.0	7.5	R	1605	M1	T	N38363000	38.608333	W103030000	-103.050000	4.0	4.0			2384	200204
IR177	360	Z	A	N37060000	37.100000	W101520000	-101.866667	4.0	4.0			0729	ZA	T	N37370000	37.616667	W102040000	-102.066667	4.0	4.0			0729	200204
IR177	370	ZA	T	N37370000	37.616667	W102040000	-102.066667	4.0	4.0			0729	J1	T	N38030000	38.050000	W102140000	-102.233333	4.0	4.0			0674	200204
IR178	0	A	S	N31160000	31.266667	W105330000	-105.550000	6.0	6.0			2206	B	T	N30573000	30.958333	W105080000	-105.133333	6.0	6.0			2211	200208
IR178	260	AA	T	N32104800	32.180000	W103100000	-103.166667	4.0	2.0			1890	AB	T	N32061800	32.105000	W103001800	-103.005000	3.0	4.0			2285	200208
IR178	500	AA	T	N32104800	32.180000	W103100000	-103.166667	4.0	2.0			1890	AB	T	N32061800	32.105000	W103001800	-103.005000	3.0	4.0			2285	200208
IR178	270	AB	T	N32061800	32.105000	W103001800	-103.005000	3.0	4.0			2285	AC	T	N31483000	31.808333	W102520000	-102.866667	4.0	4.0			2353	200208
IR178	510	AB	T	N32061800	32.105000	W103001800	-103.005000	3.0	4.0			2285	AC	T	N31483000	31.808333	W102520000	-102.866667	4.0	4.0			2353	200208
IR178	520	AC	T	N31483000	31.808333	W102520000	-102.866667	4.0	4.0			2353	AD	T	N31450000	31.750000	W102473000	-102.791667	4.0	4.0			2136	200208
IR178	280	AC	T	N31483000	31.808333	W102520000	-102.866667	4.0	4.0			2353	AD	T	N31450000	31.750000	W102473000	-102.791667	4.0	4.0			2136	200208
IR178	530	AD	T	N31450000	31.750000	W102473000	-102.791667	4.0	4.0			2136	AE	T	N31330000	31.550000	W102173000	-102.291667	4.0	4.0			1973	200208
IR178	290	AD	T	N31450000	31.750000	W102473000	-102.791667	4.0	4.0			2136	AE	T	N31330000	31.550000	W102173000	-102.291667	4.0	4.0			1973	200208
IR178	540	AE	T	N31330000	31.550000	W102173000	-102.291667	4.0	4.0			1973	AF	T	N31323000	31.541667	W102140000	-102.233333	4.0	4.0			1847	200208
IR178	300	AE	T	N31330000	31.550000	W102173000	-102.291667	4.0	4.0			1973	AF	T	N31323000	31.541667	W102140000	-102.233333	4.0	4.0			1847	200208
IR178	640	AE1	T	N31330000	31.550000	W102173000	-102.291667	4.0	4.0			1614	AF	T	N31323000	31.541667	W102140000	-102.233333	4.0	4.0			1827	200208
IR178	550	AF	T	N31323000	31.541667	W102140000	-102.233333	4.0	4.0			1847	AG	T	N31323000	31.541667	W102060000	-102.100000	4.0	4.0			1812	200208
IR178	310	AF	T	N31323000	31.541667	W102140000	-102.233333	4.0	4.0			1847	AG	T	N31323000	31.541667	W102060000	-102.100000	4.0	4.0			1812	200208
IR178	560	AG	T	N31323000	31.541667	W102060000	-102.100000	4.0	4.0			1812	AH	T	N31313000	31.525000	W101400000	-101.666667	4.0	4.0			1756	200208
IR178	320	AG	T	N31323000	31.541667	W102060000	-102.100000	4.0	4.0			1812	AH	T	N31313000	31.525000	W101400000	-101.666667	4.0	4.0			1756	200208
IR178	650	AG	T	N31323000	31.541667	W102060000	-102.100000	4.0	4.0			1827	AH	T	N31313000	31.525000	W101400000	-101.666667	4.0	4.0			1756	200208
IR178	570	AH	T	N31313000	31.525000	W101400000	-101.666667	4.0	4.0			1756	AI	T	N31340000	31.566667	W101253000	-101.425000	4.0	4.0			1550	200208
IR178	330	AH	T	N31313000	31.525000	W101400000	-101.666667	4.0	4.0			1756	AI	T	N31340000	31.566667	W101253000	-101.425000	4.0	4.0			1550	200208
IR178	660	AH	T	N31313000	31.525000	W101400000	-101.666667	4.0	4.0			1756	AI	T	N31340000	31.566667	W101253000	-101.425000	4.0	4.0			1550	200208
IR178	580	AI	T	N31340000	31.566667	W101253000	-101.425000	4.0	4.0			1550	AJ	T	N31403000	31.675000	W101160000	-101.266667	4.0	4.0			1289	200208
IR178	340	AI	T	N31340000	31.566667	W101253000	-101.425000	4.0	4.0			1550	AJ	T	N31403000	31.675000	W101160000	-101.266667	4.0	4.0			1289	200208
IR178	670	AI	T	N31340000	31.566667	W101253000	-101.425000	4.0	4.0			1550	AJ	T	N31403000	31.675000	W101160000	-101.266667	4.0	4.0			1289	200208
IR178	590	AJ	T	N31403000	31.675000	W101160000	-101.266667	4.0	4.0			1289	AK	T	N31463000	31.775000	W101123000	-101.208333	4.0	4.0			1035	200208
IR178	350	AJ	T	N31403000	31.675000	W101160000	-101.266667	4.0	4.0			1289	AK	T	N31463000	31.775000	W101123000	-101.208333	4.0	4.0			1035	200208
IR178	680	AJ	T	N31403000	31.675000	W101160000	-101.266667	4.0	4.0			1289	AK	T	N31463000	31.775000	W101123000	-101.208333	4.0	4.0			1035	200208
IR178	600	AK	T	N31463000	31.775000	W101123000	-101.208333	4.0	4.0			1035	AL	X	N32350000	32.583333	W101120000	-101.200000	4.0	4.0			0905	200208
IR178	360	AK	T	N31463000	31.775000	W101123000	-101.208333	4.0	4.0			1035	AL	X	N32350000	32.583333	W101120000	-101.200000	4.0	4.0			0905	200208
IR178	690	AK	T	N31463000	31.775000	W101123000	-101.208333	4.0	4.0			1035	AL	X	N32350000	32.583333	W101120000	-101.200000	4.0	4.0			0905	200208
IR178	10	B	T	N30573000	30.958333	W105080000	-105.133333	6.0	6.0			2211	C	T	N30430000	30.716667	W104490000	-104.816667	6.0	6.0			2293	200208
IR178	20	C	T	N30430000	30.716667	W104490000	-104.816667	6.0	6.0			2293	D	T	N30390000	30.650000	W104460000	-104.766667	6.0	6.0			2414	200208
IR178	30	D	T	N30390000	30.650000	W104460000	-104.766667	6.0	6.0			2414	E	T	N30080000	30.133333	W104300000	-104.500000	6.0	6.0			2442	200208
IR178	40	E	T	N30080000	30.133333	W104300000	-104.500000	6.0	6.0			2442	F	A	N30053000	30.091667	W104283000	-104.475000	5.0	9.0			2296	200208
IR178	50	F	A	N30053000	30.091667	W104283000	-104.475000	5.0	9.0			2296	G	T	N29580000	29.966667	W104170000	-104.283333	5.0	9.0			2103	200208
IR178	770	F1	A	N30053000	30.091667	W104283000	-104.475000	5.0	9.0			2168	G1	T	N29580000	29.966667	W104170000	-104.283333	5.0	9.0			2103	200208
IR178	60	G	T	N29580000	29.966667	W104170000	-104.283333	5.0	9.0			2103	H	T	N29513000	29.858333	W104000000	-104.000000	5.0	9.0			2037	200208
IR178	780	G1	T	N29580000	29.966667	W104170000	-104.283333	5.0	9.0			2103	H	T	N29513000	29.858333	W104000000	-104.000000	5.0	9.0			2037	200208
IR178	70	H	T	N29513000	29.858333	W104000000	-104.000000	5.0	9.0			2037	I	T	N29400000	29.666667	W103300000	-103.500000	8.0	6.0			1843	200208
IR178	80	I	T	N29400000	29.666667	W103300000	-103.500000	8.0	6.0			1843	J	T	N29423000	29.708333	W103193000	-103.325000	8.0	6.0			1411	200208
