PR_IDENT	ICAO	LEVEL	START_NAME	DEST_NAME	ACFT_TYPE	ACFT_SPEED	UPPER_ALT	LOWER_ALT	EFFE_TIME1	EFFE_TIME2	EFFE_TIME3	CYCLE_DATE	STRT_ICAO	DEST_ICAO
KZ01268	KZ	L	ST LOUIS METRO AREA	CHICAGO OHARE INTL			17000		00002325			200513	KSTL	KORD
KZ01269	KZ	L	ST LOUIS METRO AREA	CLEVELAND	T				11000300			200502	KSTL	KCLE
KZ01270	KZ	L	ST LOUIS METRO AREA	CLEVELAND	K				11000300			200502	KSTL	KCLE
KZ01271	KZ	L	ST LOUIS METRO AREA	COLUMBUS								200502	KSTL	KLCK
KZ01272	KZ	L	ST LOUIS METRO AREA	INDIANAPOLIS	T							200502	KSTL	KIND
KZ01273	KZ	L	ST LOUIS METRO AREA	INDIANAPOLIS	K							200502	KSTL	KIND
KZ01274	KZ	L	ST LOUIS METRO AREA	KANSAS CITY								200502	KSTL	KMCI
KZ01275	KZ	L	SPRINGFIELD IL	CHICAGO MEIGS					00002359			200502	KSPI	
KZ01276	KZ	L	SPRINGFIELD IL	CHICAGO MIDWAY					00002359			200502	KSPI	KMDW
KZ01277	KZ	L	SPRINGFIELD IL	CHICAGO OHARE INTL					00002359			200513	KSPI	KORD
KZ01278	KZ	L	SPRINGFIELD IL	SPRINGFIELD MO					00002359			200502	KSPI	KSGF
KZ01279	KZ	L	SPRINGFIELD IL	TULSA					00002359			200502	KSPI	KTUL
KZ01280	KZ	L	SPRINGFIELD MO	INDIANAPOLIS					00002359			200413	KSGF	KIND
KZ01281	KZ	L	SPRINGFIELD MO	INDIANAPOLIS					00002359			200413	KSGF	KIND
KZ01282	KZ	L	SPRINGFIELD MO	SPRINGFIELD  IL					00002359			200502	KSGF	KSPI
KZ01283	KZ	L	SPRINGFIELD MO	TERRE HAUTE					00002359			200502	KSGF	KHUF
KZ01284	KZ	L	STUART AREA	CROSS CITY			12000					200502	KSUA	KCTY
KZ01285	KZ	L	STUART AREA	CROSS CITY			17000	13000	10300300			200502	KSUA	KCTY
KZ01286	KZ	L	STUART AREA	LAKELAND					10300300			200502	KSUA	KLAL
KZ01287	KZ	L	STUART AREA	OCALA					10300300			200502	KSUA	KOCF
KZ01288	KZ	L	STUART AREA	TALLAHASSEE			12000					200502	KSUA	KTLH
KZ01289	KZ	L	STUART AREA	TALLAHASSEE			17000	13000	10300300			200502	KSUA	KTLH
KZ01290	KZ	L	SYRACUSE	BOSTON			17000	6000	11000300			200413	KSYR	KBOS
KZ01291	KZ	L	SYRACUSE	KENNEDY	N		17000	7000	11000300			200413	KSYR	KJFK
KZ01292	KZ	L	SYRACUSE	NEWARK	T		17000	11000	11000300			200413	KSYR	KEWR
KZ01293	KZ	L	SYRACUSE	NEWARK	K		17000	7000	11000300			200413	KSYR	KEWR
KZ01294	KZ	L	TALLAHASSEE/CROSS CITY AREA	FORT MYERS			12000		11000300			200503	KTLH	KFMY
KZ01295	KZ	L	TALLAHASSEE/CROSS CITY AREA	MIAMI METRO AREA			17000		13000300			200503	KTLH	KMIA
KZ01296	KZ	L	TAMPA APPROACH METRO AREA	FORT LAUDERDALE	J				10300300			200503	KTPA	KFLL
KZ01297	KZ	L	TAMPA APPROACH METRO AREA	FORT LAUDERDALE					10300300			200503	KTPA	KFLL
KZ01298	KZ	L	TAMPA APPROACH METRO AREA	FORT LAUDERDALE	S				10300300			200503	KTPA	KFLL
KZ01299	KZ	L	TAMPA APPROACH METRO AREA	FORT LAUDERDALE					10300300			200503	KTPA	KFLL
KZ01300	KZ	L	TAMPA APPROACH METRO AREA	FORT LAUDERDALE	P				10300300			200503	KTPA	KFLL
KZ01301	KZ	L	TAMPA APPROACH METRO AREA	FORT MYERS					10300300			200503	KTPA	KFMY
KZ01302	KZ	L	TAMPA APPROACH METRO AREA	FORT MYERS					10300300			200503	KTPA	KFMY
KZ01303	KZ	L	TAMPA APPROACH METRO AREA	FORT PIERCE			14000		10300300			200503	KTPA	KFPR
KZ01304	KZ	L	TAMPA APPROACH METRO AREA	FORT PIERCE			17000	15000	10300300			200503	KTPA	KFPR
KZ01305	KZ	L	TAMPA APPROACH METRO AREA	KEY WEST					10300300			200503	KTPA	KEYW
KZ01306	KZ	L	TAMPA APPROACH METRO AREA	KEY WEST					10300300			200503	KTPA	KEYW
KZ01307	KZ	L	TAMPA APPROACH METRO AREA	MIAMI					10300300			200503	KTPA	KMIA
KZ01308	KZ	L	TAMPA APPROACH METRO AREA	MIAMI					10300300			200503	KTPA	KMIA
KZ01309	KZ	L	TAMPA APPROACH METRO AREA	OPA LOCKA	P				10300300			200503	KTPA	KOPF
KZ01310	KZ	L	TAMPA APPROACH METRO AREA	OPA LOCKA	S				10300300			200503	KTPA	KOPF
KZ01311	KZ	L	TAMPA APPROACH METRO AREA	OPA LOCKA	S				10300300			200503	KTPA	KOPF
KZ01312	KZ	L	TAMPA APPROACH METRO AREA	OPA LOCKA	J				10300300			200503	KTPA	KOPF
KZ01313	KZ	L	TAMPA APPROACH METRO AREA	OPA LOCKA	J				10300300			200503	KTPA	KOPF
KZ01314	KZ	L	TAMPA APPROACH METRO AREA	ORLANDO			12000		10300300			200503	KTPA	KMCO
KZ01315	KZ	L	TAMPA APPROACH METRO AREA	PALM BEACH					10300300			200503	KTPA	KPBI
KZ01316	KZ	L	TAMPA APPROACH METRO AREA	PALM BEACH					10300300			200503	KTPA	KPBI
KZ01317	KZ	L	TAMPA APPROACH METRO AREA	VERO BEACH			14000		10300300			200503	KTPA	KVRB
KZ01318	KZ	L	TAMPA APPROACH METRO AREA	VERO BEACH			17000	15000	10300300			200503	KTPA	KVRB
KZ01319	KZ	H	NEW HAVEN	PITTSBURGH	T				11000300			200603	KHVN	KPIT
KZ01320	KZ	H	NEW HAVEN	PITTSBURGH	S							200603	KHVN	KPIT
KZ01321	KZ	H	NEW HAVEN	ROCHESTER	T							200603	KHVN	KROC
KZ01322	KZ	H	NEW HAVEN	SYRACUSE	T							200603	KHVN	KSYR
KZ01323	KZ	H	NEW HAVEN	TAMPA								200603	KHVN	KTPA
KZ01324	KZ	H	NEW ORLEANS	BALTIMORE								200412	KMSY	KBWI
KZ01325	KZ	H	NEW ORLEANS	CHICAGO OHARE INTL					20302100			200513	KMSY	KORD
KZ01326	KZ	H	MIAMI METRO AREA	ATLANTA					10000300			200503	KMIA	KATL
KZ01327	KZ	H	MIAMI METRO AREA	BALTIMORE					10000300			200503	KMIA	KBWI
KZ01329	KZ	H	MIAMI METRO AREA	BOSTON					10000300			200503	KMIA	KBOS
KZ01331	KZ	H	MIAMI METRO AREA	CHARLOTTE					10000300			200503	KMIA	KCLT
KZ01332	KZ	H	MIAMI METRO AREA	CHICAGO MIDWAY					10000300			200503	KMIA	KMDW
KZ01333	KZ	H	MIAMI METRO AREA	CHICAGO OHARE INTL					10000300			200513	KMIA	KORD
KZ01334	KZ	H	MIAMI METRO AREA	CINCINNATI					10000300			200503	KMIA	KCVG
KZ01335	KZ	H	MIAMI METRO AREA	CLEVELAND					10000300			200503	KMIA	KCLE
KZ01336	KZ	H	MIAMI METRO AREA	COLUMBUS					1000300			200503	KMIA	KCMH
KZ01337	KZ	H	MIAMI METRO AREA	CROSS CITY					10300300			200503	KMIA	KCTY
KZ01341	KZ	H	MIAMI METRO AREA	DAYTONA BEACH					10300300			200503	KMIA	KDAB
KZ01342	KZ	H	MIAMI METRO AREA	DAYTONA BEACH					10300300			200503	KMIA	KDAB
KZ01343	KZ	H	MIAMI METRO AREA	DENVER								200503	KMIA	KDEN
KZ01344	KZ	H	MIAMI METRO AREA	DETROIT METRO-WAYNE CO					10000300			200503	KMIA	KDTW
KZ01345	KZ	H	MIAMI METRO AREA	DETROIT SATELLITES					10000300			200503	KMIA	KDTW
KZ01346	KZ	H	MIAMI METRO AREA	DETROIT SATELLITES					10000300			200503	KMIA	KDTW
KZ01348	KZ	H	MIAMI METRO AREA	FORT PIERCE / ST LUCIE CO INTL					10300300			200602	KMIA	KFPR
KZ01349	KZ	H	MIAMI METRO AREA	GAINESVILLE RGNL					10300300			200602	KMIA	KGNV
KZ01350	KZ	H	MIAMI METRO AREA	GEORGE BUSH INTCNTL/HOUSTON					10000300			200503	KMIA	KIAH
KZ01352	KZ	H	MIAMI METRO AREA	HOUSTON /  WILLIAM P HOBBY					10000300			200602	KMIA	KHOU
KZ01353	KZ	H	MIAMI METRO AREA	HOUSTON / WILLIAM P HOBBY (WATER)					10000300			200602	KMIA	KHOU
KZ01354	KZ	H	MIAMI METRO AREA	INDIANAPOLIS					10000300			200503	KMIA	KIND
KZ01355	KZ	H	MIAMI METRO AREA	JACKSONVILLE / INTL - CRAIG MUNI					10300300			200602	KMIA	KJAX
KZ01356	KZ	H	MIAMI METRO AREA	KENNEDY					10000300			200503	KMIA	KJFK
KZ01358	KZ	H	MIAMI METRO AREA	LA GUARDIA					10000300			200503	KMIA	KLGA
KZ01362	KZ	H	MIAMI METRO AREA	LOUISVILLE					10000300			200503	KMIA	KSDF
KZ01363	KZ	H	MIAMI METRO AREA	MELBOURNE					10300300			200503	KMIA	KMLB
KZ01364	KZ	H	MIAMI METRO AREA	MELBOURNE					10300300			200503	KMIA	KMLB
KZ01365	KZ	H	MIAMI METRO AREA	MINNEAPOLIS					10000300			200503	KMIA	KMSP
KZ01366	KZ	H	MIAMI METRO AREA	NASHVILLE					10000300			200503	KMIA	KBNA
KZ01367	KZ	H	MIAMI METRO AREA	NEWARK					10000300			200503	KMIA	KEWR
KZ01369	KZ	H	MIAMI METRO AREA	NEW ORLEANS					10000300			200503	KMIA	KMSY
KZ01371	KZ	H	MIAMI METRO AREA	OCALA					10300300			200503	KMIA	KOCF
KZ01372	KZ	H	MIAMI METRO AREA	OCALA					10300300			200503	KMIA	KOCF
KZ01373	KZ	H	MIAMI METRO AREA	ORLANDO					10300300			200503	KMIA	KMCO
KZ01374	KZ	H	MIAMI METRO AREA	ORLANDO					10300300			200503	KMIA	KMCO
KZ01381	KZ	H	MIAMI METRO AREA	PITTSBURG					10000300			200503	KMIA	KPIT
KZ01382	KZ	H	MIAMI METRO AREA	RALIEGH DURHAM					10000300			200603	KMIA	KRDU
KZ01384	KZ	H	MIAMI METRO AREA	ST LOUIS					10000300			200503	KMIA	KSTL
KZ01385	KZ	H	MIAMI METRO AREA	SARASOTA BRADENTON					10300300			200603	KMIA	KSRQ
KZ01386	KZ	H	MIAMI METRO AREA	TALLAHASSEE					10300300			200503	KMIA	KTLH
KZ01387	KZ	H	MIAMI METRO AREA	TALLAHASSEE					10300300			200503	KMIA	KTLH
KZ01388	KZ	H	MIAMI METRO AREA	TAMPA					10300300			200503	KMIA	KTPA
KZ01389	KZ	H	MIAMI METRO AREA	VERO BEACH					10300300			200503	KMIA	KVRB
KZ01390	KZ	H	MIAMI METRO AREA	VERO BEACH					10300300			200503	KMIA	KVRB
KZ01392	KZ	H	MIAMI METRO AREA	WASHINGTON DULLES (GPS OR DME/DME-IRU)					10000300			200603	KMIA	KIAD
KZ01393	KZ	H	MIAMI METRO AREA	WASHINGTON NATL	T				10000300			200603	KMIA	KDCA
KZ01395	KZ	H	MILWAUKEE	KANSAS CITY								200501	KMKE	KMCI
KZ01396	KZ	H	MILWAUKEE	MIAMI					11000300			200412	KMKE	KMIA
KZ01397	KZ	H	MILWAUKEE	NASHVILLE								200412	KMKE	KBNA
KZ01398	KZ	H	MILWAUKEE	ORLANDO EXECUTIVE					11000300			200511	KMKE	KORL
KZ01399	KZ	L	TERRE HAUTE	KANSAS CITY					00002359			200502	KHUF	KMCI
KZ01400	KZ	L	TERRE HAUTE	SPRINGFIELD MO					00002359			200502	KHUF	KSGF
KZ01401	KZ	H	MILWAUKEE	ORLANDO INTL					11000300			200412	KMKE	KMCO
KZ01402	KZ	L	TERRE HAUTE	TULSA					00002359			200502	KHUF	KTUL
KZ01403	KZ	L	TULSA	INDIANAPOLIS					00002359			200502	KTUL	KIND
KZ01404	KZ	L	TULSA	TERRE HAUTE					00002359			200502	KTUL	KHUF
KZ01405	KZ	L	TULSA	SPRINGFIELD IL					00002359			200502	KTUL	KSPI
KZ01406	KZ	L	UTICA	KENNEDY	N		17000	7000	11000300			200502	KUCA	KJFK
KZ01407	KZ	L	UTICA	NEWARK	P		17000	11000	11000300			200502	KUCA	KEWR
KZ01408	KZ	L	UTICA	PHILADELPHIA		-250	17000	9000	11000300			200502	KUCA	KPHL
KZ01409	KZ	L	UTICA	PHILADELPHIA		+250	17000	9000	11000300			200502	KUCA	KPHL
KZ01410	KZ	H	MILWAUKEE	SARASOTA/BRANDENTON					11000300			200412	KMKE	KSRQ
KZ01411	KZ	H	MILWAUKEE	TAMPA					11000300			200412	KMKE	KTPA
KZ01413	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ATLANTA								200412	KJFK	KATL
KZ01414	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	AUGUSTA					11000300			200412	KJFK	KAGS
KZ01415	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	BALTIMORE								200412	KJFK	KBWI
KZ01418	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	BURLINGTON								200412	KJFK	KBTV
KZ01419	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	CHARLESTON								200412	KJFK	KCHS
KZ01420	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	CHARLOTTE								200412	KJFK	KCLT
KZ01421	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	CHARLOTTESVILLE								200412	KJFK	KCHO
KZ01422	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	CHICAGO MIDWAY								200412	KJFK	KMDW
KZ01423	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	CHICAGO OHARE INTL								200513	KJFK	KORD
KZ01424	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	CINCINATTI								200412	KJFK	KCVG
KZ01425	KZ	H	NEW ORLEANS	CINCINNATI								200412	KMSY	KCVG
KZ01427	KZ	H	NEW ORLEANS	DETROIT METRO WAYNE CO								200412	KMSY	KDTW
KZ01428	KZ	H	NEW ORLEANS	LAGUARDIA								200412	KMSY	KLGA
KZ01429	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	COLUMBIA								200412	KJFK	KCAE
KZ01430	KZ	H	NEW ORLEANS	LOUISVILLE								200412	KMSY	KSDF
KZ01431	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	COLUMBUS								200412	KJFK	KMCH
KZ01432	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	DALLAS/FORT WORTH								200412	KJFK	KDFW
KZ01433	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	DAYTON								200412	KJFK	KDAY
KZ01434	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	DENVER								200412	KJFK	KDEN
KZ01436	KZ	L	WASHINGTON/BALTIMORE METRO AREA	ALBANY					11000300			200502		KALB
KZ01437	KZ	L	WASHINGTON/BALTIMORE METRO AREA	BINGHAMPTON					11000300			200502		KBGM
KZ01438	KZ	L	WASHINGTON/BALTIMORE METRO AREA	BOSTON	P		17000	9000	11000300			200501		KBOS
KZ01439	KZ	L	WASHINGTON/BALTIMORE METRO AREA	BRIDGEPORT			17000	9000	11000300			200502		KBDR
KZ01440	KZ	L	WASHINGTON/BALTIMORE METRO AREA	BUFFALO					11000300			200502		KBUF
KZ01441	KZ	L	WASHINGTON/BALTIMORE METRO AREA	CHARLOTTESVILLE			11000		11000300			200502		KCHO
KZ01442	KZ	L	WASHINGTON/BALTIMORE METRO AREA	CHARLOTTESVILLE			17000	11000	11000300			200502		KCHO
KZ01443	KZ	L	WASHINGTON/BALTIMORE METRO AREA	CLEVELAND					11000300			200502		KCLE
KZ01444	KZ	L	WASHINGTON/BALTIMORE METRO AREA	DETROIT METRO-WAYNE CO	S							200501		KDTW
KZ01445	KZ	L	WASHINGTON/BALTIMORE METRO AREA	DETROIT SATELLITES								200502		KDTW
KZ01446	KZ	L	WASHINGTON/BALTIMORE METRO AREA	DETROIT CITY								200502		KDTW
KZ01447	KZ	L	WASHINGTON/BALTIMORE METRO AREA	GREENSBORO NC	N		17000	7000	00002359			200502		KGSO
KZ01454	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	FORT MYERS								200501	KJFK	KFMY
KZ01455	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	GEORGE BUSH INTCNTL/HOUSTON								200412	KJFK	KIAH
KZ01456	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	GREENSBORO NC					00002359			200603	KJFK	KGSO
KZ01457	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	HOUSTON HOBBY								200412	KJFK	KHOU
KZ01458	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	INDIANAPOLIS								200412	KJFK	KIND
KZ01459	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	JACKSONVILLE								200412	KJFK	KJAX
KZ01460	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	KANSAS CITY								200412	KJFK	KMKC
KZ01461	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	KNOXVILLE								200412	KJFK	KTYS
KZ01463	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	LOUISVILLE								200412	KJFK	KSDF
KZ01464	KZ	H	NEW ORLEANS	WASHINGTON DULLES								200603	KMSY	KIAD
KZ01465	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	MARCO ISLAND								200501	KJFK	KMKY
KZ01466	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	MEMPHIS								200412	KJFK	KMEM
KZ01469	KZ	H	NEW ORLEANS	WASHINGTON NATL								200412	KMSY	KDCA
KZ01471	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	MILWAUKEE								200412	KJFK	KMKE
KZ01472	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	MINNEAPOLIS								200412	KJFK	KMSP
KZ01473	KZ	H	NORFOLK	LAGUARDIA					11000300			200412	KORF	KLGA
KZ01474	KZ	H	NORFOLK	TETERBORO					11000300			200412	KORF	KTEB
KZ01475	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	MONTREAL								200501	KJFK	CYMX
KZ01476	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	NAPLES								200412	KJFK	KAPH
KZ01477	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	NASHVILLE								200412	KJFK	KBNA
KZ01478	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	NEW ORLEANS								200412	KJFK	KMSY
KZ01479	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	NORFOLK								200412	KJFK	KORF
KZ01480	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ORLANDO EXECUTIVE	T				11000300			200511	KJFK	KORL
KZ01481	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	PHOENIX								200412	KJFK	KPHX
KZ01482	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	PITTSBURG	T							200603	KJFK	KPIT
KZ01483	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	PITTSBURG	S							200603	KJFK	KPIT
KZ01484	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	RALIEGH/DURHAM								200412	KJFK	KRDU
KZ01485	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	RICHMOND								200412	KJFK	KRIC
KZ01486	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ROANOKE								200412	KJFK	KROA
KZ01487	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ROCHESTER	T							200603	KJFK	KROC
KZ01488	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ST LOUIS								200412	KJFK	KSTL
KZ01489	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	ST PETERSBURG								200412	KJFK	KPIE
KZ01490	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SALT LAKE CITY								200412	KJFK	KSLC
KZ01491	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SAN FRANCISCO								200412	KJFK	KSFO
KZ01492	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SARASOTA/BRADENTON								200412	KJFK	KSRQ
KZ01493	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SAVANNAH								200412	KJFK	KSAV
KZ01494	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SEATTLE								200412	KJFK	KSEA
KZ01495	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SOUTHWEST FLORIDA INTL								200412	KJFK	KRSW
KZ01496	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	SYRACUSE	T							200603	KJFK	KSYR
KZ01497	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	TAMPA								200412	KJFK	KTPA
KZ01498	KZ	H	NEW YORK METRO AREA (FROM KENNEDY)	TORONTO								200501	KJFK	CYYZ
KZ01501	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ALLEGHENY CO								200512	KLGA	KAGC
KZ01503	KZ	H	OAKLAND	CHICAGO OHARE INTL	J		FL600	FL240	00002359			200412	KOAK	KORD
KZ01504	KZ	H	OAKLAND	DENVER					14000000			200412	KOAK	KDEN
KZ01505	KZ	H	OAKLAND	DENVER					14000000			200412	KOAK	KDEN
KZ01506	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ATLANTA								200412	KLGA	KATL
KZ01507	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	AUGUSTA								200412	KLGA	KAGS
KZ01508	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	BALTIMORE								200412	KLGA	KBWI
KZ01509	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	BIRMINGHAM								200412	KLGA	KBHM
KZ01510	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	BOSTON								200412	KLGA	KBOS
KZ01514	KZ	H	OAKLAND	DETROIT METRO-WAYNE CO								200412	KOAK	KDTW
KZ01515	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	BURLINGTON								200412	KLGA	KBTV
KZ01516	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHARLESTON SC	T							200511	KLGA	KCHS
KZ01517	KZ	H	OAKLAND	DETROIT SATELLITTES					14000400			200502	KOAK	KDTW
KZ01518	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHARLESTON WV								200501	KLGA	KCRW
KZ01519	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHARLOTTE								200412	KLGA	KCLT
KZ01520	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHARLOTTESVILLE								200412	KLGA	KCHO
KZ01521	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHATTANOOGA								200501	KLGA	KCHA
KZ01522	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHICAGO MIDWAY								200412	KLGA	KMDW
KZ01523	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CHICAGO OHARE INTL					00002359			200513	KLGA	KORD
KZ01525	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	CINCINNATI								200412	KLGA	KCVG
KZ01526	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	COLUMBUS OH								200501	KLGA	KLCK
KZ01528	KZ	H	OAKLAND	NEWARK					00002359			200412	KOAK	KEWR
KZ01529	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	DALLAS/FORT WORTH								200412	KLGA	KDFW
KZ01530	KZ	H	OAKLAND	PHOENIX					16000500			200412	KOAK	KPHX
KZ01532	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	DAYTON								200501	KLGA	KDAY
KZ01535	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	DAYTONA BEACH								200412	KLGA	KDAB
KZ01536	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	DEKALB-PEACHTREE								200412	KLGA	KPDK
KZ01537	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	DENVER								200412	KLGA	KDEN
KZ01540	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FAYETTEVILLE								200412	KLGA	KFAY
KZ01541	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FORT MYERS								200501	KLGA	KFMY
KZ01542	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FORT WAYNE								200412	KLGA	KFWA
KZ01543	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FORT LAUDERDALE (GPS OR DME/DME IRU)	T							200511	KLGA	KFLL
KZ01544	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FORT LAUDERDALE	X							200412	KLGA	KFLL
KZ01545	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FORT LAUDERDALE (GPS OR DME/DME IRU)	W							200511	KLGA	KFLL
KZ01546	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	FORT LAUDERDALE	S							200412	KLGA	KFLL
KZ01548	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	GREENSBORO NC								200501	KLGA	KGSO
KZ01549	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	GREER SC								200501	KLGA	KGSP
KZ01550	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	HOT SPRINGS VA								200501	KLGA	KHSP
KZ01551	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	HOUSTON HOBBY								200412	KLGA	KIAH
KZ01552	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	INDIANAPOLIS								200412	KLGA	KIND
KZ01553	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	JACKSONVILLE	T							200511	KLGA	KJAX
KZ01554	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	KANSAS CITY								200412	KLGA	KMKC
KZ01555	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	KNOXVILLE								200512	KLGA	KTYS
KZ01556	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	LEWISBURG WV								200501	KLGA	KLWB
KZ01557	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	LEXINGTON KY								200501	KLGA	KLEX
KZ01558	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	LOUISVILLE								200412	KLGA	KSDF
KZ01559	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MARCO ISLAND								200501	KLGA	KMKY
KZ01560	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MELBOURNE								200412	KLGA	KMLB
KZ01561	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MEMPHIS								200412	KLGA	KMEM
KZ01562	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MIAMI	T							200412	KLGA	KMIA
KZ01563	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MIAMI	S							200412	KLGA	KMIA
KZ01564	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MIAMI (GPS OR DME/DME IRU)	W							200511	KLGA	KMIA
KZ01565	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MILWAUKEE								200412	KLGA	KMKE
KZ01566	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MINNEAPOLIS								200412	KLGA	KMSP
KZ01567	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MOBILE								200412	KLGA	KMOB
KZ01568	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MONTGOMERY								200412	KLGA	KMGM
KZ01569	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	MONTREAL								200501	KLGA	CYMX
