PR_IDENT	ICAO	LEVEL	START_NAME	DEST_NAME	ACFT_TYPE	ACFT_SPEED	UPPER_ALT	LOWER_ALT	EFFE_TIME1	EFFE_TIME2	EFFE_TIME3	CYCLE_DATE	STRT_ICAO	DEST_ICAO
KZ01570	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	NAPLES								200412	KLGA	KAPH
KZ01571	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	NASHVILLE								200412	KLGA	KBNA
KZ01572	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	NEW ORLEANS								200412	KLGA	KMSY
KZ01573	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	NORFOLK								200412	KLGA	KORF
KZ01574	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	OMAHA								200412	KLGA	KOMA
KZ01575	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ORLANDO EXCUTIVE	T				11000300			200511	KLGA	KORL
KZ01576	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	PHOENIX								200412	KLGA	KPHX
KZ01577	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	PITTSBURG								200412	KLGA	KPIT
KZ01578	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	PORTLAND								200412	KLGA	KPWM
KZ01579	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	RICHMOND								200412	KLGA	KRIC
KZ01580	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ROANOKE								200412	KLGA	KROA
KZ01581	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ROCHESTER	T							200603	KLGA	KROC
KZ01582	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ST LOUIS								200412	KLGA	KSTL
KZ01583	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	ST PETERSBURG								200412	KLGA	KPIE
KZ01584	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	SALT LAKE CITY								200412	KLGA	KSLC
KZ01585	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	SARASOTA/BRADENTON								200412	KLGA	KSRQ
KZ01586	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	SAVANNAH	T							200511	KLGA	KSAV
KZ01587	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	SOUTHWEST FLORIDA INTL								200412	KLGA	KRSW
KZ01589	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	TAMPA								200412	KLGA	KTPA
KZ01590	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	TOLEDO								200412	KLGA	KTOL
KZ01591	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	TORONTO	T							200603	KLGA	CYYZ
KZ01592	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	TRI-CITY								200412	KLGA	KTRI
KZ01593	KZ	H	OMAHA	CHICAGO OHARE INTL								200412	KOMA	KORD
KZ01594	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	WASHINGTON DULLES								200412	KLGA	KIAD
KZ01595	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	WASHINGTON NATL								200412	KLGA	KDCA
KZ01597	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	WEST PALM BEACH (GPS OR DME/DME IRU)	W							200511	KLGA	KPBI
KZ01599	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	WEST PALM BEACH	T							200511	KLGA	KPBI
KZ01600	KZ	H	ONTARIO	CHICAGO OHARE INTL (HEAVY)			FL600	FL240	00002359			200412	KONT	KORD
KZ01601	KZ	H	ONTARIO	CHICAGO OHARE INTL			FL600	FL240	00002359			200412	KONT	KORD
KZ01602	KZ	H	NEW YORK METRO AREA (FROM LA GUARDIA)	WINSTON-SALEM								200501	KLGA	KINT
KZ01603	KZ	H	LONG ISLAND (MAC ARTHUR)	BALTIMORE								200412	KISP	KBWI
KZ01604	KZ	H	LONG ISLAND (MAC ARTHUR)	BOSTON								200412	KISP	KBOS
KZ01606	KZ	H	LONG ISLAND (MAC ARTHUR)	CHICAGO OHARE INTL					11000300			200513	KISP	KORD
KZ01608	KZ	H	LONG ISLAND (MAC ARTHUR)	DALLAS /FORT WORTH								200412	KISP	KDFW
KZ01611	KZ	H	LONG ISLAND (MAC ARTHUR)	DETROIT METRO-WAYNE CO	W							200412	KISP	KDTW
KZ01612	KZ	H	LONG ISLAND (MAC ARTHUR)	FORT LAUDERDALE	X							200512	KISP	KFLL
KZ01613	KZ	H	ONTARIO	CLEVELAND					13000100			200412	KONT	KCLE
KZ01614	KZ	H	LONG ISLAND (MAC ARTHUR)	FORT LAUDERDALE	S							200512	KISP	KFLL
KZ01615	KZ	H	LONG ISLAND (MAC ARTHUR)	FORT LAUDERDALE (GPS OR DME/DME IRU)	X							200512	KISP	KFLL
KZ01616	KZ	H	ONTARIO	CLEVELAND								200412	KONT	KCLE
KZ01618	KZ	H	LONG ISLAND (MAC ARTHUR)	MIAMI	T							200512	KISP	KMIA
KZ01619	KZ	H	LONG ISLAND (MAC ARTHUR)	MIAMI	S							200412	KISP	KMIA
KZ01620	KZ	H	LONG ISLAND (MAC ARTHUR)	MIAMI	W							200511	KISP	KMIA
KZ01621	KZ	H	ONTARIO	DALLAS/FORT WORTH					14002300			200412	KONT	KDFW
KZ01623	KZ	H	LONG ISLAND (MAC ARTHUR)	MONTREAL								200501	KISP	CYMX
KZ01625	KZ	H	ONTARIO	DETROIT METRO-WAYNE CO								200412	KONT	KDTW
KZ01626	KZ	H	LONG ISLAND (MAC ARTHUR)	PITTSBURG	T							200602	KISP	KPIT
KZ01627	KZ	H	LONG ISLAND (MAC ARTHUR)	PITTSBURG	S							200602	KISP	KPIT
KZ01628	KZ	H	ONTARIO	DETROIT SATELLITES					11000300			200502	KONT	KDTW
KZ01629	KZ	H	LONG ISLAND (MAC ARTHUR)	RALEIGH/DURHAM								200602	KISP	KRDU
KZ01630	KZ	H	ONTARIO	KENNEDY					14002200			200412	KONT	KJFK
KZ01631	KZ	H	LONG ISLAND (MAC ARTHUR)	RICHMOND								200412	KISP	KRIC
KZ01632	KZ	H	LONG ISLAND (MAC ARTHUR)	ROCHESTER	T							200602	KISP	KROC
KZ01633	KZ	H	ONTARIO	PITTSBURGH					13000100			200412	KONT	KPIT
KZ01634	KZ	H	LONG ISLAND (MAC ARTHUR)	SYRACUSE	T							200602	KISP	KSYR
KZ01635	KZ	H	LONG ISLAND (MAC ARTHUR)	TAMPA								200412	KISP	KTPA
KZ01636	KZ	H	ONTARIO	PORTLAND					13000500			200503	KONT	KPDX
KZ01638	KZ	H	ONTARIO	SEATTLE/TACOMA					13000500			200412	KONT	
KZ01639	KZ	H	ONTARIO	VANCOUVER					18002100	23000200		200503	KONT	CYVR
KZ01640	KZ	H	LONG ISLAND (MAC ARTHUR)	WEST PALM BEACH (GPS OR DME/DME IRU)	T							200511	KISP	KPBI
KZ01641	KZ	H	LONG ISLAND (MAC ARTHUR)	WEST PALM BEACH (GPS OR DME/DME-IRU)	W							200602	KISP	KPBI
KZ01642	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	AKRON-CANTON								200412	KEWR	KAKR
KZ01643	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ALLEGHENY CO								200412	KEWR	KAGC
KZ01644	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ATLANTA								200412	KEWR	KATL
KZ01645	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	AUGUSTA								200512	KEWR	KAGS
KZ01646	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	BALTIMORE								200412	KEWR	KBWI
KZ01647	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	BIRMINGHAM								200412	KEWR	KBHM
KZ01649	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHARLESTON SC	T							200511	KEWR	KCHS
KZ01650	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHARLESTON WV								200502	KEWR	KCRW
KZ01651	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHARLOTTE NC					11000300			200502	KEWR	KCLT
KZ01652	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHARLOTTESVILLE								200412	KEWR	KCHO
KZ01653	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHATTANOOGA								200412	KEWR	KCHA
KZ01654	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHICAGO MIDWAY								200412	KEWR	KMDW
KZ01655	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CHICAGO OHARE INTL					00002359			200513	KEWR	KORD
KZ01656	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CINCINNATI								200412	KEWR	KCVG
KZ01657	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	CLEVELAND								200412	KEWR	KCLE
KZ01658	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	COLUMBUS								200512	KEWR	KCMH
KZ01660	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	DALLAS/FORT WORTH								200412	KEWR	KDFW
KZ01661	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	DAYTON								200412	KEWR	KDAY
KZ01662	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	DAYTONA BEACH								200502	KEWR	KDAB
KZ01663	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	DEKALB-PEACHTREE								200502	KEWR	KPDK
KZ01664	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	DENVER								200412	KEWR	KDEN
KZ01667	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	FAYETTEVILLE NC								200502	KEWR	KFAY
KZ01672	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	FORT MYERS								200502	KEWR	KFMY
KZ01673	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	FORT WAYNE								200412	KEWR	KFWA
KZ01674	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	GEORGE BUSH INTCNTL/HOUSTON								200412	KEWR	KIAH
KZ01675	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	GREENSBORO NC								200502	KEWR	KGSO
KZ01676	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	GREER SC								200502	KEWR	KGSP
KZ01677	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	HOT SPRINGS VA								200502	KEWR	KHSP
KZ01678	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	HOUSTON HOBBY								200502	KEWR	KHOU
KZ01679	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	INDIANAPOLIS								200412	KEWR	KIND
KZ01680	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	JACKSONVILLE								200511	KEWR	KJAX
KZ01681	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	KANSAS CITY								200502	KEWR	KMCI
KZ01682	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	KNOXVILLE								200412	KEWR	KTYS
KZ01683	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	LEWISBURG WV								200502	KEWR	KLWB
KZ01684	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	LEXINGTON KY								200502	KEWR	KLEX
KZ01685	KZ	H	WEST PALM BEACH	ATLANTA					11000300			200413	KPBI	KATL
KZ01686	KZ	H	WEST PALM BEACH	BALTIMORE					11000300			200413	KPBI	KBWI
KZ01688	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	LOUISVILLE								200412	KEWR	KSDF
KZ01689	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MARCO ISLAND								200501	KEWR	KMKY
KZ01690	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MELBOURNE								200502	KEWR	KMLB
KZ01691	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MEMPHIS								200412	KEWR	KMEM
KZ01693	KZ	H	WEST PALM BEACH	BOSTON					11000400			200413	KPBI	KBOS
KZ01697	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MILWAUKEE								200412	KEWR	KMKE
KZ01698	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MINNEAPOLIS								200412	KEWR	KMSP
KZ01699	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MOBILE								200502	KEWR	KMOB
KZ01700	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MOISSANT LA								200502	KEWR	KMSY
KZ01701	KZ	H	WEST PALM BEACH	CHARLOTTE								200413	KPBI	KCLT
KZ01702	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MONTGOMERY								200503	KEWR	KMGM
KZ01703	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	MONTREAL								200502	KEWR	CYMX
KZ01704	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	NAPLES								200503	KEWR	KAPF
KZ01705	KZ	H	WEST PALM BEACH	CHICAGO MIDWAY					11000300			200413	KPBI	KMDW
KZ01706	KZ	H	WEST PALM BEACH	CHICAGO OHARE INTL					00002359			200513	KPBI	KORD
KZ01707	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	NASHVILLE								200503	KEWR	KBNA
KZ01708	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	NEW ORLEANS								200502	KEWR	KMSY
KZ01709	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	NORFOLK								200412	KEWR	KORF
KZ01710	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ORLANDO EXECUTIVE	T				11000300			200511	KEWR	KORL
KZ01711	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	PHOENIX								200412	KEWR	KPHX
KZ01712	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	PITTSBURGH								200412	KEWR	KPIT
KZ01714	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	RICHMOND VA								200412	KEWR	KRIC
KZ01715	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ROANOKE								200503	KEWR	KROA
KZ01716	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ROCHESTER	T							200603	KEWR	KROC
KZ01717	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ST LOUIS								200412	KEWR	KSTL
KZ01718	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	ST PETERSBURG								200412	KEWR	KPIE
KZ01719	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	SAN FRANCISCO								200412	KEWR	KSFO
KZ01720	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	SALT LAKE CITY								200412	KEWR	KSLC
KZ01721	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	SARASOTA/BRADENTON								200412	KEWR	KSRQ
KZ01722	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	SAVANNAH	T							200511	KEWR	KSAV
KZ01723	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	SOUTHWEST FLORIDA REGIONAL								200412	KEWR	KRSW
KZ01724	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	SYRACUSE	T							200603	KEWR	KYSR
KZ01725	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	TAMPA								200412	KEWR	KTPA
KZ01726	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	TOLEDO								200412	KEWR	KTOL
KZ01727	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	TORONTO	T							200603	KEWR	CYYZ
KZ01728	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	TRI-CITY REGIONAL								200503	KEWR	KTRI
KZ01729	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	WASHINGTON DULLES								200412	KEWR	KIAD
KZ01730	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	WASHINGTON NATL								200412	KEWR	KDCA
KZ01732	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	WEST PALM BEACH	T							200511	KEWR	KPBI
KZ01733	KZ	H	NEW YORK METRO AREA (FROM NEWARK)	WINSTON SALEM								200412	KEWR	KINT
KZ01734	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ALLEGHENY CO								200412		KAGC
KZ01735	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	BALTIMORE								200412		KBWI
KZ01736	KZ	H	WEST PALM BEACH	CINCINNATI					11000300			200413	KPBI	KLUK
KZ01737	KZ	H	WEST PALM BEACH	COLUMBUS					11000300			200503	KPBI	KCMH
KZ01741	KZ	L	WASHINGTON/BALTIMORE METRO AREA	ISLIP			17000	9000	11000300			200501		KISP
KZ01742	KZ	L	WASHINGTON/BALTIMORE METRO AREA	KENNEDY		+250	17000	9000	11000300			200501		KJFK
KZ01743	KZ	L	WASHINGTON/BALTIMORE METRO AREA	KENNEDY		-250	17000	9000	11000300			200501		KJFK
KZ01744	KZ	L	WASHINGTON/BALTIMORE METRO AREA	KNOXVILLE					11000300			200501		KTYS
KZ01745	KZ	L	WASHINGTON/BALTIMORE METRO AREA	LAGUARDIA	T				11000300			200501		KLGA
KZ01746	KZ	L	WASHINGTON/BALTIMORE METRO AREA	LAGUARDIA	K				11000300			200501		KLGA
KZ01747	KZ	L	WASHINGTON/BALTIMORE METRO AREA	NANTUCKET			17000	9000	11003000			200501		KACK
KZ01748	KZ	L	WASHINGTON/BALTIMORE METRO AREA	NEW HAVEN			17000	9000	11000300			200501		KHVN
KZ01749	KZ	L	WASHINGTON/BALTIMORE METRO AREA	NEWARK	T		17000	11000	11000300			200501		KEWR
KZ01750	KZ	L	WASHINGTON/BALTIMORE METRO AREA	NEWARK	K	+250	17000	11000	11000300			200501		KEWR
KZ01751	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	BIRMINGHAM								200412		KBHM
KZ01753	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	CHARLESTON SC								200412		KCHS
KZ01754	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	CHARLESTON WV								200412		KCRW
KZ01756	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	CHICAGO OHARE INTL					00002359			200513		KORD
KZ01757	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	CINCINNATI								200412		KCVG
KZ01758	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	COLUMBUS								200412		KLCK
KZ01759	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	DALLAS/FORT WORTH								200412		KDFW
KZ01761	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	DAYTONA BEACH								200412		KDAB
KZ01762	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	DEKALB-PEACHTREE								200412		KPDK
KZ01765	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	FORT MYERS								200603		KFMY
KZ01766	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	FORT WAYNE								200412		KFWA
KZ01767	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	GEORGE BUSH INTCNTL/HOUSTON								200412		KIAH
KZ01768	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	HOT SPRINGS VA								200412		KHSP
KZ01769	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	HOUSTON HOBBY								200412		KHOU
KZ01770	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	INDIANAPOLIS								200412		KIND
KZ01771	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	LEWISBURG WV								200412		KLWB
KZ01772	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	LEXINGTON KY								200412		KLEX
KZ01773	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	LOS ANGELES								200412		KLAX
KZ01774	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	LOUISVILLE								200412		KSDF
KZ01775	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MARCO ISLAND								200501		KMKY
KZ01776	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MELBOURNE								200412		KMLB
KZ01777	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MILWAUKEE								200412		KMKE
KZ01778	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MINNEAPOLIS								200412		KMSP
KZ01779	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MOBILE								200412		KMOB
KZ01780	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MONTGOMERY								200412		KMGM
KZ01781	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	MONTREAL								200412		CYMX
KZ01782	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	NAPLES								200503		KAPF
KZ01783	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	NASHVILLE								200412		KBNA
KZ01784	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	NORFOLK								200412		KORF
KZ01786	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	PHOENIX								200412		KPHX
KZ01788	KZ	H	WEST PALM BEACH	DENVER								200507	KPBI	KDEN
KZ01789	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	PORTLAND ME								200412		KPWM
KZ01790	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	RICHMOND VA								200412		KRIC
KZ01791	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ROANOKE								200412		KROA
KZ01792	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	ROCHESTER	J							200412		KROC
KZ01794	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	SALT LAKE CITY								200412		KSLC
KZ01795	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	SAVANNAH	T							200511		KSAV
KZ01796	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	SOUTHWEST FLORIDA INTL								200412		KRSW
KZ01798	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	TAMPA								200412		KTPA
KZ01799	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	TOLEDO								200503		KTOL
KZ01800	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	TORONTO	J							200503		CYYZ
KZ01801	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	TRI-CITY REGIONAL								200503		KTRI
KZ01802	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	WASHINGTON DULLES								200412		KIAD
KZ01803	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	WASHINGTON NATL								200412		KDCA
KZ01804	KZ	H	WEST PALM BEACH	DETROIT METRO-WAYNE CO					11000300			200413	KPBI	KDTW
KZ01805	KZ	H	NEW YORK METRO AREA (NEWARK SATELLITE)	WINSTON SALEM								200412		KINT
KZ01806	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ATLANTA								200412	KHPN	KATL
KZ01807	KZ	H	WEST PALM BEACH	INDIANAPOLIS					11000300			200413	KPBI	KIND
KZ01808	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	ALLEGHENY CO								200503	KHPN	KAGC
KZ01809	KZ	H	WEST PALM BEACH	KENNEDY					11000300			200413	KPBI	KJFK
KZ01810	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	BALTIMORE								200412	KHPN	KBWI
KZ01811	KZ	H	WEST PALM BEACH	KENNEDY	W				11000300			200511	KPBI	KJFK
KZ01812	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	BOSTON								200412	KHPN	KBOS
KZ01815	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	BURLINGTON VT								200412	KHPN	KBTV
KZ01816	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	CHARLESTON WV								200412	KHPN	KCRW
KZ01817	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	CHARLOTTE								200412	KHPN	KCLT
KZ01818	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	CHICAGO MIDWAY								200412	KHPN	KMDW
KZ01819	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	CHICAGO OHARE INTL					00002359			200513	KHPN	KORD
KZ01820	KZ	L	WASHINGTON/BALTIMORE METRO AREA	NORFOLK	N		17000	7000	11000300			200501		KORF
KZ01821	KZ	L	WASHINGTON/BALTIMORE METRO AREA	NORFOLK	J		17000	7000	11000300			200501		KORF
KZ01823	KZ	L	WASHINGTON/BALTIMORE METRO AREA	PITTSBURGH			17000	9000	11000300			200501		KPIT
KZ01824	KZ	L	WASHINGTON/BALTIMORE METRO AREA	POUGHKEEPSIE					11000300			200501		KPOU
KZ01825	KZ	L	WASHINGTON/BALTIMORE METRO AREA	ROCHESTER					11000300			200501		KROC
KZ01826	KZ	L	WASHINGTON/BALTIMORE METRO AREA	STEWART/NEWBURGH					11000300			200501		KSWF
KZ01827	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	COLUMBUS OH								200412	KHPN	KCMH
KZ01828	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	DALLAS/FORT WORTH								200412	KHPN	KDFW
KZ01829	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	DAYTON								200412	KHPN	KDAY
KZ01830	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	DAYTONA BEACH								200412	KHPN	KDAB
KZ01831	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	DENVER								200412	KHPN	KDEN
KZ01833	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	FAYETTEVILLE								200412	KHPN	KFAY
KZ01836	KZ	H	ORLANDO METRO AREA	FORT MEYERS					10300300			200503		KFMY
KZ01837	KZ	H	WEST PALM BEACH	LA GUARDIA					11000400			200413	KPBI	KLGA
KZ01839	KZ	H	ORLANDO METRO AREA	FORT PIERCE					10300300			200503		KFPR
KZ01840	KZ	H	WEST PALM BEACH	LA GUARDIA	W				11000400			200511	KPBI	KLGA
KZ01841	KZ	H	ORLANDO METRO AREA	KEY WEST					10300300			200503		KEYW
KZ01842	KZ	L	WASHINGTON/BALTIMORE METRO AREA	SYRACUSE	N				11000300			200501		KSYR
KZ01843	KZ	H	ORLANDO METRO AREA	MIAMI					10300300			200412		KMIA
KZ01844	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	FORT MYERS								200503	KHPN	KFMY
KZ01845	KZ	H	WEST PALM BEACH	LOUISVILLE					11000300			200413	KPBI	KSDF
KZ01846	KZ	H	ORLANDO METRO AREA	OVERWATER ROUTING (NORTHEAST)	W							200511		
KZ01847	KZ	H	WEST PALM BEACH	MINNEAPOLIS					11000300			200413	KPBI	KMSP
KZ01848	KZ	H	ORLANDO METRO AREA	WEST PALM BEACH	J				10300300			200512		KPBI
KZ01849	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	FORT WAYNE								200412	KHPN	KFWA
KZ01850	KZ	H	ORLANDO METRO AREA	WEST PALM BEACH	J				10300300			200512		KPBI
KZ01851	KZ	L	WASHINGTON/BALTIMORE METRO AREA	TETERBORO	T		17000	11000	11000300			200501		KTEB
KZ01852	KZ	H	NEW YORK METRO AREA (WESTCHESTER CO)	GEORGE BUSH INTCNTL/HOUSTON								200412	KHPN	KIAH
KZ01853	KZ	H	WEST PALM BEACH	NASHVILLE					11000300			200413	KPBI	KBNA
KZ01854	KZ	L	WASHINGTON/BALTIMORE METRO AREA	TETERBORO	K		17000	11000	11000300			200501		KTEB
KZ01855	KZ	L	WASHINGTON/BALTIMORE METRO AREA	WESTCHESTER CO			17000	11000	11000300			200501		KHPN
KZ01856	KZ	L	WASHINGTON/BALTIMORE METRO AREA	WESTCHESTER CO			7001	7000	11000300			200501		KHPN
KZ01857	KZ	H	WEST PALM BEACH	NEWARK					11000300			200413	KPBI	KEWR
KZ01858	KZ	L	WASHINGTON DULLES INTL	BRIDGEPORT			17000	9000	11000300			200502	KIAD	KBDR
